Review,Rating
"alhamdulillah barangnya sudah datang dengan selamat, insya Allah barang ori. beli dari tanggal 11 November 2024 dan datang paket nya tanggal 14 November 2024. sangat cepa... ",bintang 5
Barang sudah sampai dengan baik dan tepat waktu. Mantap,bintang 5
mantap original,bintang 5
mantap bagus pengiriman cepat,bintang 5
"sesuai pesanan, semoga awet",bintang 5
"oke.. pengiriman cepat, kualitas baik
saran untuk packing agar lebih amankan lagi misal bubble warpnya agar lebih tebal, terimakasih",bintang 5
"Sinyal mobile data jika sim card terpasang 2 bermasalah, sinyal lemot..Harusnya produk gagal seperti ini bisa di sortir terlebih dahulu.. masa official store kecolongan q... ",bintang 1
barang oke baru dan bagus.  packing oke lah...,bintang 5
"barangnya bagus mantep pokoknya
pengirimannya cepet banget. semoga hapenya awet",bintang 5
mantap,bintang 5
sesuai pesanan pengiriman cepat barang mulus,bintang 5
"Fast Respon, hanya saja Kurirnya lumayan lelet, tidak sesuai dengan Namanya",bintang 5
mantappp,bintang 5
langsung sat set kirim barang datang mantap dan lancar jaya,bintang 5
goks,bintang 5
mantap diskonnya,bintang 5
"Bagus, packing aman, hp aman, tenkyuu",bintang 5
"tiba dg selamat, full segel, seller top, kurir jos",bintang 5
Barang sudah saya terima. hanya saja bublewrap 1 lapis saja. tolong ditingkatkan lagi untuk packing nya supaya lebih aman,bintang 5
"barang masih disegel. berfungsi dengan baik, pengiriman cepat",bintang 5
barang masih segel kualitas baik ram besar harga terjangkau semoga awet,bintang 5
"Paket sudah diterima. Pengiriman tepat waktu dan produk sesuai pesanan. Senang banget saya dapet X6pro seharga 3.9jt, beruntung lagi ada diskon 11.11. Produknya tiba dala... ",bintang 5
masih segel barang original pengiriman cepat,bintang 5
aku bangga beli di toko ini. aku senang. aku pingin beli lagi di toko ini,bintang 5
"Mantabbb, terima kasih seller, diterima dalam kondisi bagus, semoga awet ampe 20 tahun pagi, xiomayy",bintang 5
sampai dengan selamat barang aman sampai tujuan untuk performa dan sebagainya saya sarankan update agar tidak gampang panas walaupun di limit dan pengoptimalan pada kamer... ,bintang 5
"best produk untuk sekelasnya, pengiriman cepat, packing aman.",bintang 5
"sangat puas, barang sesuai pesanan,toko amanah. pengirimanke sulawesi mendarat lebih cepat. pokoknya mantap",bintang 5
barang ori. segel. fungsi baik .mantap oficial,bintang 5
barang sesuai,bintang 5
Alhamdulillah sampe dgn selamat... barang jaminan mutu ...,bintang 5
Barang msh di segel. Berfungsi dg baik. Semoga awet HP nya,bintang 5
baik,bintang 5
"barangnya oke, csnya  kurang memuaskan bgt huu",bintang 1
barang segel dan original. seller respon cepat. recommended,bintang 5
"Barang cepat terkirim, kualitas tentu bagus dari official store langsung xiaomi.... masih kondisi tersegel, aman dan pastinya ori ya....recommended",bintang 5
good bro. 100% real dan original,bintang 5
"Barang di terima bagus, oke dan tentunya harga bersahabat",bintang 5
Mantap sesuai pesanan,bintang 5
barang resmi dan masih disegel. penyampaian jg cepat,bintang 5
paket sdh sampe dgn aman...smoga awet hpnya..makasih xiaomi,bintang 5
None,bintang 5
None,bintang 1
Good,bintang 5
"barang ori , tp sayang terkendala di ekspedisinya .(jd agak lama sampainya)",bintang 5
"barang cepat sekali dikirim, admin fast response, hp segel ori gacorrrr",bintang 5
sangat rekomen banget belanja di toko resmi xiaomi,bintang 5
"official store memang tidak mengecewakan. 
usahakan kurirnya jangan pakai J&T",bintang 5
None,bintang 5
"barang segel, ori, garansi resmi.. topp pengiriman cepat mantabbb",bintang 5
Cakeep,bintang 5
Pengirimannya cepet tergolong cepat. Sampai dengan selamat no minus semoga x6 pro ini awet sampai 4-5 tahun kedepan,bintang 5
"Barang sudah sampai dengan selamat, terimakasih",bintang 5
"Barang bagus, harga sangat terjangkau dikelasnya, diskon 11-11 gedhe, beli tgl 11, tgl 12 sudah sampai rumah,, sangat cepat & aman, pdhl free ongkir.
Sangat recommend... ",bintang 5
"beli 10.11 beda dengan yg 11.11 , beda 1 hari selisih 200 rb",bintang 5
"All Good, barang bagus beroperasi dengan sangat baik Love it Thank You 😁",bintang 5
barang sesuai deskripsi,bintang 5
barang gacor siap putar judol,bintang 5
paten sangat,bintang 5
"pengiriman cepat,barang ok",bintang 5
mantab.... sesuai spek... semoga awet... makasih,bintang 5
barang bagus pengiriman cepat,bintang 5
"Barang diterima dg baik dan tersegel, semoga awet",bintang 5
respon penjual cepat. barang sampe dengan selamat. estimasi barang sampe lebih cepat dari yg diduga. mantep deh.,bintang 5
"Barang diterima dalam kondisi tersegel, overall kondisi hp bagus, semoga kedepannya tidak ada problem.

hanya 1, problem ada di kurir pengiriman, terlalu lama pengirimann... ",bintang 4
"Barang original, dites ga ada masalah.
Kinerja cukup kenceng untuk sekarang, storage luas 512gb

Dpt murah 3,9jt promo 11.11 

Mantab 😍",bintang 5
terimakasih,bintang 5
mntpa barangnya sesuai deskripsi,bintang 5
"kondisi barang sangat aman, pengiriman tepat waktu, mantaapp",bintang 5
"bagus,barang sesuai sampai dengan aman",bintang 5
"admin poco bener2 gercep , langsung dikirim,  hanya selang 1 hari unit sudah sampai dengan selamat, padahal pakai free ongkir reguler...mantap. untuk unit sesuai deskrips... ",bintang 5
barang sesuai dengan pesanan. di terima dalam keadaan dus kena air hujan sedikit. semoga moment harbolnas packingnya di buat lebih aman untuk kondisi cuaca hujan. terima... ,bintang 4
Barang nya sesuai dengan ekspektasi ges & pengiriman sesuai dengan estimasi terbaik lah😁🙌,bintang 5
kereen sesuai ekspektasi.. warna sesuai,bintang 5
plastiknya sobek. brg original,bintang 4
"Paket cpt sampai, berfungsi dgn baik, tdk ada masalah. Dan packing aman dgn bubble wrap, bagus",bintang 5
"hp nya bagus sesuai pesanan ,respon seller bagus ,terimakasih seller ,tokonya amanah jangan ragu beli di sini, sukses terus semua nya ,kurir baik👍🏻👍👍👍👍👍👍👍👍",bintang 5
"Barang dalam kondisi tersegel utuh, kemasan bersih & tidak penyok. Unit smartphone & paket penjualan berfungsi sempurna. Tks 2 Toped & Xiaomi. 👍",bintang 5
"Recommended seller, mantap",bintang 5
Testimoni,bintang 5
barangnya bagus pas di pegang berasa banget mewahnya,bintang 5
barang ori dan masih segel cuma ada titik hitam kecil di lcd,bintang 4
produk bagus. tp mungkin masukan ekspedisinya agak lama. mestinya 3 hari menjadi 1 minggu. kirim dari jkt ke jatim,bintang 5
cepat tiba semoga awet sukes selalu ya bosku,bintang 5
mantapp pengiriman cepat hape oke sejauh ini berfungsi dengan baik,bintang 5
"barang waktu sampai masih segel & berfungsi dengan baik, barang asli original 100% , semoga awet hingga 6 tahun amin 🙏🙇‍♂️",bintang 5
"barang telah mendarat dengan selamat, pengantar cepat, barang original",bintang 5
barang segel dan rapih sekali packagingnya..aman dan lengkap dan original,bintang 5
"BAGUS ORI
PENGIRIMAN JUGA AMAN",bintang 5
"cakeppp, murahh, gokil.. emng tokped blm ada dua nya 👍",bintang 5
"packing aman ,,packing rapi. warna sesuai pesanan proses cepat dari penjual",bintang 5
"Barang baru, masih segel dan sangat sesuai 😁",bintang 5
Barang bagus sesuai deskripsi dan sampai dengan selamat….mantap…👍🏻👍🏻👍🏻walau pengiriman agak lama,bintang 5
"sip, barang segel, original, langsung di tranfer file dari HP lama",bintang 5
Josss gandos👍👍👍,bintang 5
"aman sentosa, semoga sakinah mawaddah warohmah",bintang 5
"promonya oke, barangnya oke, kurirnya buruk.",bintang 5
"Barangnya oke sih, sesuai review yg lain. Tapi entah kenapa layarnya rasanya sedikit kusam. Minus satu bintang karna harus ngantri barang keluar dari warehouse & saat... ",bintang 4
barang bagus asli.. cuma pengiriman lama sekali.. mohon kali dipercepat,bintang 5
"Bagus, pengiriman jg cepat, dan pelayanan kurir jg baik,dan barang tdk rusak",bintang 5
Barangnya mah bagus respon sellernya yg minus karna bales chatnya make bot terus.,bintang 4
"Packingan rapi dan kuat, melebihi ekspektasi lah, barang aman walaupun dikirim jauh",bintang 5
"packing kurang aman, bubble wrap sedikit barangnya berasa kepentok kalo dus di goncang.
pengiriman sicepat agak meragukan, tapi sesuai jadwal pas hari terakhir perkiraan... ",bintang 4
mantap mantapnsnsksksn hshahsja hsuajana hahahaha hshs,bintang 5
"sesuai dengan pesanan, tepat waktu. sampai ke Jayapura dengan aman... makasih 🙏🏻",bintang 5
dpt harga 3.7 Mayan buat di jual lagi,bintang 5
"Mantap lah, kurir juga cepet
Dapet diskon juga
Makasih",bintang 5
"Barang baru, segel, lengkap dan ada garansinya. Sayang aja boks nya dalam kotak longgar tapi untung gak apa2. trims gan sukses selalu.",bintang 5
"barang ori, sampai dengan selamat, normal semua",bintang 5
mantap bang. packaging aman. was wiswus jos,bintang 5
"sesuai deskripsi
good seller 
oke mantebb",bintang 5
Sesuai pesanan dan berfungsi dengan normal,bintang 5
mantap,bintang 5
"Produk Ori, Pengemasan safety, 
Over all Good... 
Semoga harus Awet dan gak Ada problem ke depan nya.. Tq Min",bintang 5
barang sesuai dengan yang dipesan. pengiriman safe dan cepat diproses penjual 👍,bintang 5
"Hp datang dengan selamat tanpa cacat, produk original dan kualitas ok, kurir pengiriman cepat... Bintang 55555
Dapat harga yang sangat puas.",bintang 5
"Paking kardus, di kasih buble warp selapis. Masih segel ori, belum di nyalain, mudah2an normal.",bintang 5
"bagus banget,mantap Xiaomi Indonesia,ini hp all rounder bgt tenang hati saya soalnya semua dikatakan cukup dan melebihi ekspektasi saya",bintang 5
paket cepat sampai hp bagus tidak ada cacat sama sekali pokoknya keren jual onlinenya jd ga ragu lagi kedepannya buat beli hp online,bintang 5
"Barang aman, pengiriman agak² lelet tapi yaudah toh menjelang 11.11. Dapet di harga 3.8 sangat joss. Performa oke. Agak anget memang dibanding redmi 9 tapi mengingat kece... ",bintang 5
"mantapp emang poco yg satu ini.. 
performa joss..",bintang 5
barang masih segel,bintang 5
Mntp,bintang 5
"mantap sesuai semoga awet, pengiriman cepattttttttttttt",bintang 5
"barang masih di segel, produk ori.. semoga awet.. thx seller",bintang 5
berfungsi dengan baik,bintang 5
"Barang telah diterima dengan baik, pelayanan kurir juga baik, terima kasih atas pelayanannya 🙏",bintang 5
mantap dapet harga pas potongan murahhh,bintang 5
"Barang Oke, aman, masih di segel",bintang 5
mantap si monster telah sampai dengan selamat... semoga awet,bintang 5
"nggak nyaka barangnya ori,
baru pertamakali beri barang elektronik online,,
sayangnya kartu garansinya nggk ada ya,",bintang 5
"Barang tersegel rapi,packaging nya aman. berfungsi dengan baik. semoga awet",bintang 5
Barang berkualitas dan pengemasan cepat cm jasa ekspedisi sedikit bermasalah tp seller mau membantu dan komunikatif dalam menanggapi komplain,bintang 5
masih banyak lainnya,bintang 5
mantap Min barang ny bagus (ya karna baru),bintang 5
"barang masih tersegel, pengiriman cepat.",bintang 5
barangnya sesuai,bintang 5
bagus barangnya,bintang 5
"hpnya bagus kok, tapi emng boros aja karna cipsetnya kenceng, jadi tau diri aja kalau main game ga perlu rata kanan terus menerus, lagian ini hp bukan pc",bintang 5
"mantap. ori. poco x6 pro. gilaaa mantapplll, ngebuuuut mantapppo",bintang 5
None,bintang 5
"Barang diterima dengan baik, sejauh ini dipake masih lancar jaya, garansi resmi dari official xiaomi, segelnya bagus, barang juga sesuai dengan pesanan.. semoga awet sih.... ",bintang 5
"barang yang dikirim sangat sangat bagus, sesuai dengan harapan dan sampai ditujuan dalam kondisi yang baik. toko dan jasa pengirimannya sangat baik dan bagus dari segi pe... ",bintang 5
"barang sesuai, dan asli, dapet di harga 4 juta pas",bintang 5
pertama sih deg2an gak ada opsi pengiriman instan tapi Alhamdulillah sesuai perkiraan. pesen rabu pagi sampai kamis siang. fitur spesifikasi sesuai yang diiklankan. siap-... ,bintang 5
"paket sudah diterima , semoga aweeeeeet",bintang 5
"Mantap banget barangnya, amanah banget",bintang 5
good kondisi segel smua aman,bintang 5
Mantap,bintang 5
"hp paling gacor joss gandos, semua rata kanan, mulus dipakai, best in its class",bintang 5
"pengiriman mayan cepat, cuman bubble wrap nya tipis agak bikin was""",bintang 4
"mendarat dengan selamat, bisa restore data dari hape lama (sesama xiaomi)
mantab...",bintang 5
Barang telah saya terima sesuai spesifikasi. Terima kasih ya gan,bintang 5
keren cepet juga sampee nyaa semoga awett dahh cape btt kerjaan beli hp mulu makasihh yaaaa semoga makinn kerennn bgttt,bintang 5
"segel, garansi resmi mantap, kiriman lumayan cepat",bintang 5
cepat dan sesuai,bintang 5
"mantap barangnya, memang ada yang bilang mudah panas, tapi tidak sepanas hp poco F1 saya dulu, fitur nya juga oke sesuai hasil review nonton di YT.

untuk pengiriman ok..... ",bintang 5
"good, bagus",bintang 5
Barang sesuay..,bintang 5
"proses pengembalian dipersulit.
admin tidak konsisten",bintang 1
makasih ya poco nya udah nyampe. walaupun kemarin sempat ada sedikit ketegangan tapi bisa diatasi ma Tokopedia care 🫰,bintang 5
"Barang diterima dg baik, berfungsi sebagaimana mestinya",bintang 5
"- SANGAT PUAS !!

Packaging aman, tidak lecet sama sekali, toko terpercaya. Barang datang tepat waktu. Penjual juga responsif 😋😋❤️❤️",bintang 5
mantab,bintang 5
Thx barang cepat sampai banget,bintang 5
alhamdulillah barang sampai dengan aman dan normal,bintang 5
"Maaf ngak bisa upload video unboxing nya karena size kegedean, overall senang paket bisa sampe dengan baik 😁😁👌🏻",bintang 5
"barang ori, mantep,",bintang 5
barang ORI..harga murah dapat diskon lumayan,bintang 5
"barang masih segel dan bergaransi, puas belanja",bintang 5
"barang ORI dan segel 
semoga awet",bintang 5
"mantep banget cok upgrade dari hp 1jt an, berasa lancar tanpa kendala",bintang 5
"Barang original, sesuai dengan deskripsi. Warna sesuai permintaan. Cuma pengiriman aja yang terlalu lambat. Semoga kurirnya bisa lebih gesit lagi. Thanks seller.",bintang 5
Mantul Penyimpanan lega ga ada lawan dikelas harganya.. bezel tipis enak dipandang.. ngebut.. build qualty bagus2 aja menurut saya kokoh.. tak seperti yg di bicarakan beb... ,bintang 5
"barang bagus, pengiriman cepat, penjual ramah",bintang 5
"makasih, barang sesuai semoga enak buat ngonten, pas dapet diskon potongan harga jadi lebih hemat.",bintang 5
"barang berfungsi baik, moga tahan lama",bintang 5
josss sesuai,bintang 5
"Produk sesuai deskripsi, proses cepat, packing aman, lengkap",bintang 5
Dikirimnya lama bgt. Pelayanan dr penjualnya kurang. Dr diproses smp barang nyampe jaraknya bs seminggu.,bintang 1
meskipun kardus ada rusak tapi unit masih terjaga dan aman👍,bintang 5
Barang masih segel. masih bagus. cuma agak cepat panas,bintang 5
"kondisi oke, cuma belum coba di performa semoga tidak ada kendala",bintang 5
"barang berfungsi dengan baik, pengiriman juga cepat",bintang 5
top,bintang 5
None,bintang 5
"barang masih di segel, berfungsi dengan baik, terimakasih",bintang 5
"okeeeeh..... epribadeeeeeh...... 
barang sesuai pesanan, mendarat selamat hingga mencapai nikmaaaaat..... 
semoga awet sampe nanti punya anak ke 3
aamiin 👌",bintang 5
"super mantap, cuma 1 hari udah nyampe....super banget dech",bintang 5
"Mantap, Top markotopppppp.",bintang 5
"mantap terbaik, terimakasih xiaomi, terimakasih tokopedia, terimaksih siCepat.",bintang 5
"Barang datang dalam keadaan segel, produk sangat baik dan mulus, sesuai dengan catatan. 
terimakasih",bintang 5
"barang sesuai pesanan pengiriman cepat
mantap",bintang 5
"sip mantap satu hari nyampe, diharga segini dengan performa yang di kasih, udah lebih dari cukup. kiilerrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrdrdddd",bintang 5
"Bli Jumat, sabtu smpe, gileeeeee
barang segel
utk yg mau bli mnding pakai jasa bayarz jgn yg free ongkir, klo free ongkir di jamin lama sampai nya.",bintang 5
"Maaf telat beri ulasannya pembeliannya. 
Barang dikirim dengan selamat dan aman, ekspedisi nya cepat dan tepat waktu, kurir nya ramah.",bintang 5
"Barang ori dan berfungsi dengan normal, packing aman, pengiriman satset, dapet di harga 4,2jt gak tau murah apa engga tapi its oke",bintang 5
mantul,bintang 5
"mantab barang ori, segel... moga awet terus.. top markotop... 👍👍👍",bintang 5
"Barang aman sampai di rumah, garansi ada, semua lengkap. Pengiriman cepat. Top bgt",bintang 5
mantap,bintang 5
"Barang asli, kondisi ok,lengkap dan cepat sekali pengirimannya.. terima kasih seller.",bintang 5
None,bintang 4
None,bintang 5
mantap murah meriah baru,bintang 5
"Pengen nambah buat poco f6 gak dibolehin retur, dan disisi lain kurir sampah sapx ini lama banget, padahal mau gue pakek nikahan acara kakak tp acaranya kelar duluan sebe... ",bintang 1
"Barang sesuai pesanan, semoga awet buat sehari hari",bintang 4
Barang baru dan segel. paking rapih,bintang 5
worth to buy. fast response dan packaging cukup aman. HP diterima dengan kondisi baik.,bintang 5
"so far ga cukup puas di harganya dapet spek kyk gini, buat video kamera okee bgt di kelas harganya udh stabil padahal cuma 4k 30, tapi buat kualitas foto jelek cuyyy wkwk... ",bintang 5
"mantap min, sesuai 👍🏼",bintang 5
"Bagus, mantap, terbaik",bintang 5
"Poco X6 Pro sesuai deskripsi, proses seller cepat, packing dus + bubble wrap, kotak HP aman tidak ada penyok, pengiriman cepat.. Terima kasih..",bintang 5
hp sdh diterima dgn baik..packing aman..so far tdk ada kendala..pengiriman jg cukup cepat walaupun reguler..thanks for xiaomi indonesia..,bintang 5
terimakasih sudah sampai dengan baik,bintang 5
bagus,bintang 5
"Pengiriman cepat, barang sesuai deskripsi",bintang 5
Produk sudah diterima dan berfungsi baik. Packaging bagus kemungkinan dengan double dus & wrapping,bintang 5
sampai dengan aman pakai kardus dalamnya dilapisi bubble wrap warna sesuai yg saya pilih.,bintang 5
good seller,bintang 5
"packing aman,barang cepet sampi,pastinya iri,semoga awet",bintang 5
"terimakasih barang telah diterima, dan puas dengan pelayanan admin tokped👍",bintang 5
"hp nya pas , pengiriman cepat, paket tebel dan  secure, no kendala sama sekali ketika make",bintang 5
Pengiriman cepat dan barang sampai dengan kondisi baik,bintang 5
"barang original cepat n mantap,........",bintang 5
"Barang tersegel rapi, kondisi setelah dibuka mulus tanpa cacat, kecepatan pengiriman cukup baik.",bintang 5
"mantap, pengiriman secepat kilat, whooooooozs",bintang 5
Barangnya udah nyampe lebih cepat dari tgl expectasi dan belum di buka mudah mudahan awet dipakai karena udh pakai merk Xiaomi sebelumnya saya sudah beli smartwatch jg TV... ,bintang 5
None,bintang 5
"pembelian ke 2 , buat hadiah keponakan yg suka main mobile legend. proses pengiriman lumayan cepat. terima kasih",bintang 5
None,bintang 5
"Barang sesuai dengan deskripsi, kualitas barang Original dan respon penjual serta pengiriman cepat di proses",bintang 5
Mantap barang alhamdulillah lancar & aman aja. Cuman kurir nya aja yang agak pelet,bintang 5
Hpnya mantap. sesuai dengan reviewnya.,bintang 5
"barang nya bagus banget, kualitas perangkatnya pokonga ok banget, hasil foto pake hp juga bagus. kualitas layarmya udh jangan Tanya resolusi aja 1,5k. pokoknya kalo murah... ",bintang 5
recomended pokoknya,bintang 5
terbaik di kelasnya,bintang 5
bagussssssssssssssssssssssssssssssssssssss,bintang 5
"barang sesuai, packing aman, smg awet..makasih",bintang 5
"Barang bagus nih, nyampenya kilat. semoga awet",bintang 5
"recomended, mantap",bintang 5
barang ORI  sesuai pesanan,bintang 5
barang sampai dengan selamat dan sedikit masukan aja min kalo bisa packingnya lebih dibuat aman lagi... yang sekarang udah aman memang tapi masih kurang next mungkin bisa... ,bintang 5
"sesuai ekpektasi dan kualitas, cukup memuaskan layanan nya",bintang 5
top,bintang 5
H-1 pulang kampung nyampe juga nih HP,bintang 5
Segel original bagus berfungsi semoga awet,bintang 5
"MANTAAAP, Sangat oke, semoga awet",bintang 5
"Respon cepat, kemasan rapi dan aman, handphone sesuai deskripsi.",bintang 5
🅒🅤🅚🅤🅟 🅟🅤🅐🅢 paket sehari sampai barang ori lengkap gak dapet headset padahal ditulisan dus nya dapat atau mungkin itu buat luar negri baru dapat earphone.. untuk... ,bintang 4
barang ori asli...toko keren,bintang 5
Pengiriman cepat dan produk bagus untuk gaming!,bintang 5
luar biasa bagus,bintang 5
barang ori top markotop,bintang 5
"Alhamdulillah barang sampe dengan aman, pengiriman cepat....pokoknya puasa...",bintang 5
barang masih segel dan bergaransi resmi alhamdulillah sangat puas dengan barangnya,bintang 5
"Sengaja kasih ulasan setelah 2 minggu lebih, biar diliat dulu ada yang damage atau barang gak berfungsi. Untungnya produk ori, aman, gak ada kerusakan samsek. Walaupun se... ",bintang 5
MANTAB,bintang 5
"Desain HP nya sangat bagus, saya suka sekali. MANTAP COY!",bintang 5
"hp sampai dengan selamat dan barang berfungsi dengan baik,terimakasih.",bintang 5
"barang sudah sampai, dan masih bersegel... 
anak suka sekali,, semoga awet 😁",bintang 5
"barang sesuai, packing oke, proses pengiriman oke,",bintang 5
"dah sampe hp nya, segel utuh normal.. mantb",bintang 5
"dapat di harga flash sale diskon gede banget, cuman kurir nya perlu di perhatikan lagi karena keterlambatan pengiriman.",bintang 4
"barang msh segel,barang sampai dgn cepat Dan seller keren",bintang 5
"Barang cepat sampai, pasti ORI, tidak ada cacat. mantaplah lokoknya",bintang 5
"Barang masih segel ketika sampai, berfungsi dengan baik, mau upload video unboxing tapi videonya kepanjangan. Tapi kalo boleh lain kali bubble warpnya ditambah atau diper... ",bintang 5
"Oke mantap ,ini luar bisaa saya bangga dan saya senang",bintang 5
oke mantap produknya,bintang 5
"kualitas baik, pengiriman cepat",bintang 5
"mantap performa gaming walau body kerupuk
langsung gasss gensin impak",bintang 5
