<<<<<<< HEAD
product_id,rating,review,brand,rating_label
2,5,"Kecil, mungil, tp lincah",asus,good
2,5,Barangnya original 👍 Warna sesuai pesanan Barangnya mulus Kelengkapan sesuai Spesifikasi sesuai Penjualnya ramah banget Baterai awet,asus,good
2,5,Barangnya original 👍 Kemasan disegel Ada garansi resmi Spesifikasi sesuai Kelengkapan sesuai Warna sesuai pesanan Barangnya mulus,asus,good
3,5,Kualitas barang bagus,asus,good
3,5,barang dikirim kondisi baru garansi resmi No ragu,asus,good
3,5,"Barang masih disegel dan berfungsi dengan baik, waktu pengiriman lumayan super cepat dan kualitas ga perlu ditanyakan lagi",asus,good
3,5,"Pengiriman cepat dan rapi, barang mulus dan ori, bener2 bisa lgsg dipake dan seneng banget 🥰 thank you ✨",asus,good
3,5,"sesuai barapan, mantap asus",asus,good
3,5,jos gandoss,asus,good
3,5,"CAKEP BAT NI HP

barang asli, spec mantep, gaspol",asus,good
3,5,Excellent service and Amazing Product 👍👍 So Satisfied,asus,good
3,5,"ternyata pesanan lebih cepat sampai daripada yg saya duga. biasanya butuh 2-3 hari, eh ini malah ga ada dua hari langsung sampai ke tangan. pesen jam 12 siang kemarin dan... ",asus,good
3,5,"aman, terima kasih",asus,good
3,5,"Packing aman, semua ok. semoga awet",asus,good
3,5,barangnya sesuai,asus,good
3,5,Barang sesuai dengan produk. Garansi resmi. Packing aman dan pengiriman cepat,asus,good
3,5,Semoga Zenfone selalu ada karena ni hp emang mantap banget,asus,good
3,5,"sempat ada kendala paket data tdk bisa. setelah mengikuti petunjuk admin utk update akhirnya bisa digunakan.
terimakasih admin sudah banyak membantu.
saran aja utk pihak... ",asus,good
3,5,"brg oke cepat nyampe, cuman di charge onkir 2kg, awalnya senang kirain kejutan souvenir atau free apa gt sampe onkir 2kg buat hp 0,4kg.

zonk ternyata ...",asus,good
3,5,Paket dibungkus rapi dan aman dari goncangan. Sejak Zenfone 9 sudah menjadi wishlistku untuk suatu saat memiliki series Zenfone. Dan akhirnya terkabul untuk mendapatkan Z... ,asus,good
3,5,Alhamdulillah barang ori aman tdk ada kendala,asus,good
3,5,mantap 👍,asus,good
3,5,"Bagus, semoga awet aja lah,nabung nya lama,,,haha",asus,good
3,5,Barangnya original 👍 Ada garansi resmi,asus,good
4,5,good condition when arrived,asus,good
4,4,"puas beli di sini. barang ori, pelayanan ramah cmn packingnya aja. sy kira standard packingnya pakai kotak kayu, ternyata buble warp & kotak",asus,good
4,5,"Barang bagus, diskon besar. Mantap",asus,good
4,1,"standar packing toko ini sangat tidak aman. saya beli hp datang dengan kemasan dan ternyata merusak sampai hp. untungnya dapat diklaim oleh asuransi. di sisi lain, kecewa... ",asus,bad
4,5,barang sesuai pengiriman aman,asus,good
4,5,oke mantap makasih sesuai pesanan. barang bagus,asus,good
4,5,Barang sampai Dengan aman.. top markotop keamanan pengirimannya,asus,good
4,5,mantap cabe rawit nih boss,asus,good
=======
dikirim oleh eraspace",asus,good
1,5,mantap,asus,good
1,5,Barangnya original 👍 Ada garansi resmi Kemasan disegel Kelengkapan sesuai Spesifikasi sesuai Barangnya mulus Warna sesuai pesanan Berfungsi dengan baik,asus,good
1,5,Bagus,asus,good
2,5,Gud reseler gercep sat set responya rekomend lah ini,asus,good
2,5,"sangat puas! kualitas bagus, spek tinggi, ukuran pas. susah cari hp ukuran kecil. bluetooth codec hires audio. ada jack earphone. mantap suratap! bernilai jauh diatas har... ",asus,good
2,5,"dikirim cepat, admin bales cepat, barang sesuai",asus,good
2,5,"cepat proses, original dan murah. joss sekali",asus,good
2,5,mantap,asus,good
2,5,"BARANG ORI, PACKING AMAN, PACKING RAPI, PENGIRIMAN CEPAT, LENGKAP DENGAN CASING JUGA. SEMOGA AWET",asus,good
2,5,"Barang mulus segel aman, garansi resmi dan berfungsi dengan baik ✨
Mantap",asus,good
2,5,"di kemas nya bener"" rapih dan aman. 
Kualitas HP nya sih gk perlu di ragukan lagi. 
kecil"" cabe rawit",asus,good
2,5,Perfect barang dan packagingnya,asus,good
2,5,ok barang sudah sampai dari Eraspace,asus,good
2,3,"Udah proses kirim lama ini kurir ga ada kabar maen simpen aja paket di depan pintu, kalau ada yg ngambil salah siapa ya? Selain pengiriman barang sih so far no problem.",asus,neutral
2,5,mantap asli udah gitu aja,asus,good
2,5,markotop,asus,good
2,5,barangnya sampai garansi ada semua fitur-fitur berfungsi,asus,good
2,5,"Kecil, mungil, tp lincah",asus,good
2,5,Barangnya original 👍 Warna sesuai pesanan Barangnya mulus Kelengkapan sesuai Spesifikasi sesuai Penjualnya ramah banget Baterai awet,asus,good
2,5,Barangnya original 👍 Kemasan disegel Ada garansi resmi Spesifikasi sesuai Kelengkapan sesuai Warna sesuai pesanan Barangnya mulus,asus,good
3,5,Kualitas barang bagus,asus,good
3,5,barang dikirim kondisi baru garansi resmi No ragu,asus,good
3,5,"Barang masih disegel dan berfungsi dengan baik, waktu pengiriman lumayan super cepat dan kualitas ga perlu ditanyakan lagi",asus,good
3,5,"Pengiriman cepat dan rapi, barang mulus dan ori, bener2 bisa lgsg dipake dan seneng banget 🥰 thank you ✨",asus,good
3,5,"sesuai barapan, mantap asus",asus,good
3,5,jos gandoss,asus,good
3,5,"CAKEP BAT NI HP

barang asli, spec mantep, gaspol",asus,good
3,5,Excellent service and Amazing Product 👍👍 So Satisfied,asus,good
3,5,"ternyata pesanan lebih cepat sampai daripada yg saya duga. biasanya butuh 2-3 hari, eh ini malah ga ada dua hari langsung sampai ke tangan. pesen jam 12 siang kemarin dan... ",asus,good
3,5,"aman, terima kasih",asus,good
3,5,"Packing aman, semua ok. semoga awet",asus,good
3,5,barangnya sesuai,asus,good
3,5,Barang sesuai dengan produk. Garansi resmi. Packing aman dan pengiriman cepat,asus,good
3,5,Semoga Zenfone selalu ada karena ni hp emang mantap banget,asus,good
3,5,"sempat ada kendala paket data tdk bisa. setelah mengikuti petunjuk admin utk update akhirnya bisa digunakan.
terimakasih admin sudah banyak membantu.
saran aja utk pihak... ",asus,good
3,5,"brg oke cepat nyampe, cuman di charge onkir 2kg, awalnya senang kirain kejutan souvenir atau free apa gt sampe onkir 2kg buat hp 0,4kg.

zonk ternyata ...",asus,good
3,5,Paket dibungkus rapi dan aman dari goncangan. Sejak Zenfone 9 sudah menjadi wishlistku untuk suatu saat memiliki series Zenfone. Dan akhirnya terkabul untuk mendapatkan Z... ,asus,good
3,5,Alhamdulillah barang ori aman tdk ada kendala,asus,good
3,5,mantap 👍,asus,good
3,5,"Bagus, semoga awet aja lah,nabung nya lama,,,haha",asus,good
3,5,Barangnya original 👍 Ada garansi resmi,asus,good
4,5,good condition when arrived,asus,good
4,4,"puas beli di sini. barang ori, pelayanan ramah cmn packingnya aja. sy kira standard packingnya pakai kotak kayu, ternyata buble warp & kotak",asus,good
4,5,"Barang bagus, diskon besar. Mantap",asus,good
4,1,"standar packing toko ini sangat tidak aman. saya beli hp datang dengan kemasan dan ternyata merusak sampai hp. untungnya dapat diklaim oleh asuransi. di sisi lain, kecewa... ",asus,bad
4,5,barang sesuai pengiriman aman,asus,good
4,5,oke mantap makasih sesuai pesanan. barang bagus,asus,good
4,5,Barang sampai Dengan aman.. top markotop keamanan pengirimannya,asus,good
4,5,mantap cabe rawit nih boss,asus,good
>>>>>>> 4ec1ece71d95ec194a9ec2549ef89d124763c4ab
4,5,"hp kecil ganas ini zenfone 10
baterai awet banget
kamera uajib bening banget
tokonya jaminan mutu
<<<<<<< HEAD
tooop dah",asus,good
4,5,Barangnya original 👍 Kemasan disegel Spesifikasi sesuai Ada garansi resmi Kelengkapan sesuai Warna sesuai pesanan Barangnya mulus Berfungsi dengan baik Suara jernih Kame... ,asus,good
4,5,"Sebenarnya mau ambil warna merah ternyata stock nya habis, tapi cakep juga kok warna putih !",asus,good
4,5,hape imut spek gahar. cocok utk yg bertangan kecil dan suka hape compact dengan performa sama dengan flagship berukuran besar 👍,asus,good
5,5,"mantap, packing sangat aman, pengiriman ok",asus,good
5,5,"original, tersegel, bergaransi, berfungsi dgn baik, semoga awet",asus,good
5,5,"Barang masih segel. Garansi resmi. Semalaman berfungsi baik, semoga awet.",asus,good
5,5,"Mantap barangnya. Zenfone 10 Sangat enak utk pengoperasian dgn 1 tangan. Untuk Pengiriman, gak ada maslah, nyampe cepat dan aman.",asus,good
5,5,so far okay mantab,asus,good
5,5,Mantap semuanya,asus,good
5,5,"Pengiriman agak telat, barang bagus gk perlu diragukan",asus,good
5,5,"keren, pokoknya hp android paling terkeren....",asus,good
5,5,Maaanntaaapp..👍,asus,good
5,5,mantap,asus,good
5,5,barang masih segel bagus. rekomended,asus,good
5,5,Solid,asus,good
5,5,"Sesuai harapan, body kecil spek terbaik batrei awet",asus,good
5,5,joss gandoss,asus,good
5,5,Mantap barang sampai dengan aman sesuai dengan ekpektasi,asus,good
5,5,"hp compact emang paling nyaman, enak dipegang, dikantong celana jg ga berat, seller tulisnya storenya di tangerang ternyata kirim dr bandengan jkt, pantesan ojol pada ga... ",asus,good
5,5,Mantap,asus,good
5,5,"Sudah dipakai 3 hari smooth tanpa masalah, makasih juga cashbacknya.",asus,good
5,5,seller responsif dan HP asus sesuai drmgan deskripsi dan berfungsi semua,asus,good
5,5,kamera se jernih ini sih mantap. punya tone sendiri dibanding merek buah . dah dah bisa buat mini vlog deh . dapat cashback 600k an total lumayan juga,asus,good
5,5,hape flagship yang masih dapat charger dan handsfree. semoga awet dan ada pengumuman dadakan ASUS untuk memperpanjang support softwarenya seperti yang dilakukan merek lai... ,asus,good
5,1,"dapat cashback nya iya

TAPI KOQ SUDAH MATI TOTAL?? sempat nyala tp freeze tb2 shut down, hard reset vol down+power button pun cuma bisa 2x hbs itu mati.. koq kacao?? 
pd... ",asus,bad
5,5,"sampai dgn selamat, packing aman, terima kasih 👍👍",asus,good
5,5,"Spesifikasi sesuai,Kelengkapan sesuai, Warna sesuai pesanan, Berfungsi dengan baik",asus,good
5,5,Barangnya original 👍 Ada garansi resmi Proses pesanan cepat,asus,good
5,5,okeeeeyyyy thx lumayan dpt cashbek,asus,good
6,5,"Brg bagus, sesuai foto, pengiriman cepat.",asus,good
6,4,Pengiriman mundur satu hari,asus,good
6,5,"paket aman barang ori, berfungsi baik",asus,good
6,5,"Baru coba pakai 1 minggu, sejauh ini memuaskan",asus,good
6,5,"Thanks,, barang sudah sampai,, packing good aman,, barang sesuai,,",asus,good
6,4,barang aman sampai sesuai tidak cacat tapi ketika pengiriman nama dan nomor telepon tidak di cantumkan dengan benar sehingga paket sempat tersesat,asus,good
6,5,mantaaappooo,asus,good
6,5,"Mantaaabs barang sesuai deskripsi, HP benar-benar compact dengan spek luar biasa yang tidak usah diragukan lagi.
Garansi resmi Asus Indonesia dan bonusnya case Connect se... ",asus,good
6,5,"best phone yg pernah saya beli. bener² ngebuuut, kecil² cabe rawit. puas buanget",asus,good
6,5,"pengiriman cepat, walau lupa masukin kode promo 😭",asus,good
6,5,perfect,asus,good
6,3,"barang mantap, tp proteksinya gak ada",asus,neutral
6,5,barang sdh sampai sesuai pesanan trims,asus,good
6,5,"Pengiriman cepat dan memuaskan !
Packing aman dan rapi !
Produk Asus pertama saya, so far so good!",asus,good
6,3,"layar agak gelap, kurg nikmat u/ nonton, terutama adegan gelap",asus,neutral
6,5,Akhirnya smartphone idamanku sampai juga 👍 thanks Asus Official Indonesia,asus,good
6,5,"Barang masih segel dgn baik. bungkusan dlm keadaan baik sampai di Ambon. sempat dag dig dug krn kurir update sudah diantar SEBELUM diantar, tapi akhirnya barang diterima... ",asus,good
=======
tooop dah",asus,good
4,5,Barangnya original 👍 Kemasan disegel Spesifikasi sesuai Ada garansi resmi Kelengkapan sesuai Warna sesuai pesanan Barangnya mulus Berfungsi dengan baik Suara jernih Kame... ,asus,good
4,5,"Sebenarnya mau ambil warna merah ternyata stock nya habis, tapi cakep juga kok warna putih !",asus,good
4,5,hape imut spek gahar. cocok utk yg bertangan kecil dan suka hape compact dengan performa sama dengan flagship berukuran besar 👍,asus,good
5,5,"mantap, packing sangat aman, pengiriman ok",asus,good
5,5,"original, tersegel, bergaransi, berfungsi dgn baik, semoga awet",asus,good
5,5,"Barang masih segel. Garansi resmi. Semalaman berfungsi baik, semoga awet.",asus,good
5,5,"Mantap barangnya. Zenfone 10 Sangat enak utk pengoperasian dgn 1 tangan. Untuk Pengiriman, gak ada maslah, nyampe cepat dan aman.",asus,good
5,5,so far okay mantab,asus,good
5,5,Mantap semuanya,asus,good
5,5,"Pengiriman agak telat, barang bagus gk perlu diragukan",asus,good
5,5,"keren, pokoknya hp android paling terkeren....",asus,good
5,5,Maaanntaaapp..👍,asus,good
5,5,mantap,asus,good
5,5,barang masih segel bagus. rekomended,asus,good
5,5,Solid,asus,good
5,5,"Sesuai harapan, body kecil spek terbaik batrei awet",asus,good
5,5,joss gandoss,asus,good
5,5,Mantap barang sampai dengan aman sesuai dengan ekpektasi,asus,good
5,5,"hp compact emang paling nyaman, enak dipegang, dikantong celana jg ga berat, seller tulisnya storenya di tangerang ternyata kirim dr bandengan jkt, pantesan ojol pada ga... ",asus,good
5,5,Mantap,asus,good
5,5,"Sudah dipakai 3 hari smooth tanpa masalah, makasih juga cashbacknya.",asus,good
5,5,seller responsif dan HP asus sesuai drmgan deskripsi dan berfungsi semua,asus,good
5,5,kamera se jernih ini sih mantap. punya tone sendiri dibanding merek buah . dah dah bisa buat mini vlog deh . dapat cashback 600k an total lumayan juga,asus,good
5,5,hape flagship yang masih dapat charger dan handsfree. semoga awet dan ada pengumuman dadakan ASUS untuk memperpanjang support softwarenya seperti yang dilakukan merek lai... ,asus,good
5,1,"dapat cashback nya iya

TAPI KOQ SUDAH MATI TOTAL?? sempat nyala tp freeze tb2 shut down, hard reset vol down+power button pun cuma bisa 2x hbs itu mati.. koq kacao?? 
pd... ",asus,bad
5,5,"sampai dgn selamat, packing aman, terima kasih 👍👍",asus,good
5,5,"Spesifikasi sesuai,Kelengkapan sesuai, Warna sesuai pesanan, Berfungsi dengan baik",asus,good
5,5,Barangnya original 👍 Ada garansi resmi Proses pesanan cepat,asus,good
5,5,okeeeeyyyy thx lumayan dpt cashbek,asus,good
6,5,"Brg bagus, sesuai foto, pengiriman cepat.",asus,good
6,4,Pengiriman mundur satu hari,asus,good
6,5,"paket aman barang ori, berfungsi baik",asus,good
6,5,"Baru coba pakai 1 minggu, sejauh ini memuaskan",asus,good
6,5,"Thanks,, barang sudah sampai,, packing good aman,, barang sesuai,,",asus,good
6,4,barang aman sampai sesuai tidak cacat tapi ketika pengiriman nama dan nomor telepon tidak di cantumkan dengan benar sehingga paket sempat tersesat,asus,good
6,5,mantaaappooo,asus,good
6,5,"Mantaaabs barang sesuai deskripsi, HP benar-benar compact dengan spek luar biasa yang tidak usah diragukan lagi.
Garansi resmi Asus Indonesia dan bonusnya case Connect se... ",asus,good
6,5,"best phone yg pernah saya beli. bener² ngebuuut, kecil² cabe rawit. puas buanget",asus,good
6,5,"pengiriman cepat, walau lupa masukin kode promo 😭",asus,good
6,5,perfect,asus,good
6,3,"barang mantap, tp proteksinya gak ada",asus,neutral
6,5,barang sdh sampai sesuai pesanan trims,asus,good
6,5,"Pengiriman cepat dan memuaskan !
Packing aman dan rapi !
Produk Asus pertama saya, so far so good!",asus,good
6,3,"layar agak gelap, kurg nikmat u/ nonton, terutama adegan gelap",asus,neutral
6,5,Akhirnya smartphone idamanku sampai juga 👍 thanks Asus Official Indonesia,asus,good
6,5,"Barang masih segel dgn baik. bungkusan dlm keadaan baik sampai di Ambon. sempat dag dig dug krn kurir update sudah diantar SEBELUM diantar, tapi akhirnya barang diterima... ",asus,good
>>>>>>> 4ec1ece71d95ec194a9ec2549ef89d124763c4ab
6,5,"ok

responsif

barang bagus

<<<<<<< HEAD
sesuai pesanan",asus,good
6,5,barang disegel dengan rapih dan kondisi zenfonenya mulus,asus,good
6,5,alhamdulillah dapat zenfone 10 nya. dari zenfone 2 3 6 9 akhirnya zenfone 10,asus,good
6,5,Good dan semoga awet,asus,good
6,5,"Barang nya sampai dengan selamat di tujuan, g ada lecet, Belum di coba karna lagi di luar kota mudahan aman barangnya, karna saya punya pengalaman baik dengan ASC dulu mu... ",asus,good
6,5,"Pengiriman cepat, hebat.",asus,good
6,5,Barangnya original 👍 Ada garansi resmi Kelengkapan sesuai Kemasan disegel,asus,good
6,5,"Spesifikasi sesuai
Barangnya mulus",asus,good
7,3,hapenya panas banget buat harga segini mahal kurang sesua ekspetasi,asus,neutral
7,5,"Hapenya cuakeepp puolll. Bodi gagah, spek gahar. Semoga awet ampe 5 tahun ke depan",asus,good
7,5,"mantap nih Asus pengiriman nya cepet bgt,barang diterima dengan aman dan semoga aman sampe seterusnya mantap Asus mobile Indonesia 👍",asus,good
8,5,Barang masih disegel waktu sampai & ada garansi resminya ✨ Berfungsi dengan baik! Kualitas barang original pasti top.,asus,good
8,5,berfungsi dengan baik,asus,good
8,5,barang diterima masih segel,asus,good
8,5,Mantap,asus,good
8,5,"Barangnya bagus, pengirimannya sesuai estimasi, spek udh sesuai deskripsi. overall bagus n worth it",asus,good
8,5,barang berfungsi dgn baik dan paket penjualan lengkap,asus,good
8,5,barang original,asus,good
8,5,"Bagusss, barang ORI rilll mantap dan pengiriman turbo josss",asus,good
8,5,zenfone 9 keren,asus,good
8,5,"Asli prosesnya cepet, mesen baru kemaren nyampe siang padahal milihnya reguler, packing aman banget dan kondisi masih segel wajar barang official langsung, worth the mone... ",asus,good
8,5,Pelayanan cepat . Barang juga ok,asus,good
8,5,bagussss,asus,good
8,5,"pengiriman CEPAT,  packing AMAN, produk OK, harga MURAH",asus,good
8,5,"Barangnya original 👍 Ada garansi resmi Kemasan disegel, sumpah menatap bener ini produk",asus,good
8,5,Barangnya original 👍 Kemasan disegel Warna sesuai pesanan Berfungsi dengan baik Packaging aman 🙏 Packaging rapi,asus,good
8,5,"Seller responsif dan kurir tepat waktu. Terima kasih ASUS Mobile Indonesia! Barang sesuai, packaging sangat aman dengan 2 lapis bubblewrap. Produk yang datang sesuai pesa... ",asus,good
9,5,"barang mantap, original bergaransi",asus,good
9,5,"barang oke banget, semua sesuai",asus,good
9,5,"Barang aman, tersegel.
Worth the price 👌🏻",asus,good
9,5,"Compact, kapasitas baterai besar, smooth",asus,good
9,5,"mantap, keren hpnya, 
packing aman, walau pengirim agak lama",asus,good
9,5,"Aman, tepat waktu",asus,good
9,5,"Sesuai namanya, memakai Zenfone bener2 membuat zen karena performanya kenceng banget. Buat video unggul banget karena gimbalnya, jadi stabil",asus,good
9,5,"Pingin banget punya Asus Zenfone 9, dan akhirnya kesampaian waktu Uda launching di Indonesia.
seperti kata orang-orang, smartphone ini emang kecil-kecil cabe rawit.
Terim... ",asus,good
9,5,produk istimewa... cakep banget nih hape,asus,good
9,5,"Ya.  bgus seh,",asus,good
9,5,mendarat dengan selamat.original.garansi resmi,asus,good
9,5,"brand anti gimmick. paket penjualan lengkap. kamera 2 lensa doang tapi hasil memuaskan. fitur-fitur di UI nya cukup menyenangkan. sayang aja ga ada led notif.
semoga upda... ",asus,good
9,5,mudah2an awet,asus,good
9,5,"kualitas bagus barang mulus tidak ada cacat, masih tersegel dengan aman.
pelayanan cs juga bagus sempat terkendala di pengiriman dan di jawab dengan baik.",asus,good
9,5,"barang sesuai, segel masih utuh, lengkap",asus,good
9,5,recomended seller the best,asus,good
9,5,"no coment untuk produk nya, mantap punya barang. 
cuma kecewa bubble wrap nya tipiiiiis banget",asus,good
9,5,Terbaik,asus,good
9,5,"barang masih disegel, packing aman, BNIB",asus,good
9,5,"barang diterima dengan baik dan berfungsi dengan baik, charger dan headset berfungsi dengan baik juga",asus,good
9,5,"barang sampai lebih cepat dari estimasi awal, sempet cemas karena packing rusak, tapi untung masih ada bubble wrap, jadi aman. kualitas official store pasti terjamin",asus,good
9,5,"barang bagus, langsung jadi temen ngopi",asus,good
9,5,barang sampai dengan aman.  berfungsi dengan baik. semoga awet,asus,good
9,5,"Barang original ya iya lah ini kan official Asus 🤗, pengiriman sesuai jadwal, unit aman, garansi TAM, always love asus lahh, setelah sabar akhirnya self reward tahun ini... ",asus,good
9,5,"makasih ya. barang sudah saya diterima, tp sempat  ada kendala dengan pengiriman. rupanya sicepat sudah tidak beroperasi lg di sumbar dan diambil alih PT APM. akhirnya je... ",asus,good
9,5,"barang sampai dengan aman, packing yg bagus, kualitas produk bagus sesuai dengan spek tertulis, semoga didukung service pengguna yg baik jg",asus,good
9,5,"Produk original. Kualitas produk sangat bagus
Garansi resmi. Produk sesuai deskripsi. Isi packaging sangat  lengkap untuk HP flagship jaman sekarang. Harga produk sangat... ",asus,good
9,5,"Pesanan sudah diterima, sudah dicoba juga so far aman lah ya semoga awet sampe 5 tahun kedepan ahahah. Paket komplit dapet charger & earphone.",asus,good
9,5,"barang bagus..
camera sama speaker mantap betul..
cuma daya tahan baterainya tidak seawet yg dikatakan reviewer..",asus,good
9,5,"barang dalam keadaan bagus, tersegel... keren",asus,good
9,5,"barang bagus dan sesuai, pelayanan CS perlu diperbaiki, respon cukup cepat, tapi tidak menjawab sesuai apa yg ditanyakan. tidak ada transparansi terkait pengiriman, pemun... ",asus,good
9,5,"Datang lebih cepat dari perkiraan, matabs 👍🏽👍🏽",asus,good
9,5,Manteupp!,asus,good
9,5,"Barang sampai bahkan lebih cepat dari estimasi, da best lah Asus, kalo untuk barangnya semua sesuai seperti review yang pernah saya lihat sangat bagus dan sangat flagship... ",asus,good
9,5,"mantap, sesuai pesanan",asus,good
9,5,"As expected, my husband was a happy customer🫶🏻",asus,good
9,5,Alhamdulillah berfungsi semua dengan baik. Sayang ekspedisinya kurang responsif.,asus,good
9,5,"Barang sudah diterima dg aman, dan sudah dinyalakan semoga awet",asus,good
9,5,"recommended seller,, produk original,, cashback mantapp,, pengiriman lebih cepat dari estimasi.. thanks",asus,good
9,5,"Bagus, packing rapi",asus,good
9,5,"Packing aman dan rapi, udah lama nunggu ni hp masuk indonesia , dan yup baru dapet sekarang..., puas dengan produk nya procie Top tier , UI nya simple , camera nya mantul... ",asus,good
9,5,Barang Ok. Mantab,asus,good
9,5,"lebih cepat dari perkiraan yg tertulis di Toped!
super happy! thanks asus thanks si cepat",asus,good
9,5,Sesuai pesanan,asus,good
9,5,"kereeen...meski nunggu lama krn PO, langsung terobati. layar jernih,warna tajam, scroll lancar, paket penjualan super lengkap, asus kereen

soal perform belum coba sendir... ",asus,good
9,5,"sempat khawatir karena box luar sudah penyok, tapi untung aja bagian dalam masih ada bubble wrap dan kondisi box HP masih sangat bagus dan masih bersegel. sudah lama mena... ",asus,good
10,5,semoga ada peningkatan software terutama untuk kamera depan & Launcher,asus,good
10,5,"Barang sesuai pesanan, Packing rapi.
Original dan Segel (BNIB).
Berfungsi dengan baik.
Thanks ASUS. 😊🙏",asus,good
10,5,"mantapp, compact, baterai jg 1 hari mau pake kyk apa tetep sisa, smoga software update bisa lebih dari 2th💪",asus,good
10,5,"mantappp dapet PO jadi dipotong 600k an, hp nya gaterlalu mungil jadinya pas di genggam tangan ukuran xl 👍 terima kasih asus indonesia",asus,good
10,5,mantapppp,asus,good
10,5,manteppp,asus,good
10,5,"Mantap, pengiriman cepat sesuai jadwal pre-order 👌🏽",asus,good
10,5,"barang segel
garansi tam",asus,good
10,5,"terimakasih toped, pre order hingga pengiriman nya sangat lancar...",asus,good
