Review,Rating
"barang sampai dengan selamat dirumah,dan barang  masih disegel,lengkap perangkatnya, pengiriman sesuai dengan estimasi .tapi sayang saya tidak pakai promo jadi lebih maha... ",bintang 5
mantapppp,bintang 5
Barangnya cepat dan sesuai pesanan,bintang 5
Mantap semoga awet. Segel kondisi mulus BNIB. Tokopedia bisa jadi yang terbaik di Indonesia. Mi fans jangan lupa belanja di official saja. Terima kasih banyak atas bantua... ,bintang 5
"Body kokoh. Desain oke. Ada NFC. Baterai gede. Dpt charger fast charging. Kamera oke di harganya, hanya saja tidak ada mode manual di aplikasi kamera bawaan.",bintang 5
"sangat puas, 2 kali beli di toko ini terjamin",bintang 5
"barang original, pengiriman cepat,fast respon",bintang 5
"Dan pembelian ke 2 utk seri yg ini overall ok sih dari segi pengiriman cepet sesuai dgn nama jasa pengirimannya SiCepat, Packagingnya rapi dan safe, the best lah pokoknya",bintang 5
barang mantap semoga awet thenkyu seller overall guuud,bintang 5
original bagus berfungsi dengan baik,bintang 5
"Barang sesuai, fast respon banget, packing aman sampai tujuan, berfungsi dengan baik, mudah mudahan awet. 
Thanks Xiaomi👍👍👍",bintang 5
"packing oke, paket sampai cepet aman terkendali. semoga awet dan tahan lama. sudah dicoba sejauh ini tidak ada masalah. spesifikasi juga sdh sesuai dng deskripsi",bintang 5
barang bagus sesuai dengan yg saya pesan bagus pokonya,bintang 5
"sesuai deskripsi. 
harga standar. 
packing good. 
pengiriman good.",bintang 5
Bagus ori 💯,bintang 5
Barang Masih Tersegel & Sesuai Dengan Yg Diorder,bintang 5
mantap.. semoga awet.. tp blm dipake.. kardna blm sempet pindah data,bintang 5
"barang masih di segel, Hp berfungsi dengan baik dan lengkap",bintang 5
"brng sdh d trima d rmh jastip... mdh""n aman trmksh",bintang 4
hp garansi resmi masih segel rapi barang asli kualitas bagus pengiriman aman dari box aslinya ditambah box pengaman dan pengiriman cepat sekali. rekomen unk beli hp asli... ,bintang 5
bener benar-benar recommended barang ori keren pokoknya,bintang 5
barang sesuai dgn deskripsi... segel rapi dan cepat sampe tujuan... ok Trims,bintang 5
Tiba dengan baik dan tersegel,bintang 5
alhamdulillah paket mpe dg slmat...cpat dn smg awet...mkch seller mkch kurir,bintang 5
terima kasih pengiriman sngt cepat sesuai dngn pesanan produk original xiomi segel,bintang 5
"barangnya aman, sesuai dengan pesanan",bintang 5
"barang masih segel belum dibukan, berfungsi normal, ok ok ok",bintang 5
"Respon penjual dan pengiriman cepat, packing rapi dan aman",bintang 5
barang sesuai dengan pesanan,bintang 5
alhamdulillah sampai dengan selamat,bintang 5
sekutsekutsekut,bintang 5
"Barang masih segel, pengiriman tepat waktu dan ada kartu garansi serta berfungsi normal. semoga awet terima kasih",bintang 5
"Barangnya kondisi bagus, enak di pake harganya terjangkau. performance cukup untuk di pake ibuku.",bintang 5
"𝚋𝚊𝚛𝚊𝚗𝚐 𝙾𝚛𝚒, 𝚔𝚞𝚊𝚕𝚒𝚝𝚊𝚜 𝚖𝚊𝚗𝚝𝚊𝚙, & 𝚍𝚊𝚙𝚊𝚝 𝚌𝚑𝚊𝚛𝚐𝚎𝚛.. 𝚞𝚗𝚝𝚞𝚔 𝚙𝚊𝚌𝚔𝚒𝚗𝚐,, 𝚖𝚐𝚔𝚗 𝚕𝚎𝚋𝚒𝚑 𝚍𝚒𝚋𝚞𝚊𝚝 𝚜𝚊𝚏𝚎𝚝𝚢.. 𝚊𝚍𝚊 �... ",bintang 5
Maaaaaaaaaaaaaaaaannnnnnnnnmnttttttttttaaaaaaaaaaappppppppp,bintang 5
"pembelian ke 3 dari toko ini. paket sudah sampai dg selamat. packing aman, masih segel. berfungsi dg baik. semoga awet…",bintang 5
"hari ke 3 sudah sampai hp nya, harga lebih murah daripada di toko offline karna dapat potongan dri Tokopedia. terimakasih",bintang 5
"Barang bagus , masih bersegel dn semoga awet . pengiriman cepat 
makasih ya .",bintang 5
None,bintang 5
"Bagus, packing aman",bintang 5
"barang original 100%, fitur dan spesifikasi sesuai dengan produknya.",bintang 5
None,bintang 5
Alhamdulillah.. Terima Kasih.. first time belanja barang elektronik yang segini harganya.. dan sangat memuaskan.. semoga terus amanah.. next time bisalah lagi...,bintang 5
Alhamdulillah.. Terima Kasih.. first time belanja barang elektronik yang segini harganya.. dan sangat memuaskan.. semoga terus amanah.. next time bisalah lagi...,bintang 5
"Pengiriman satset, order subuh, pagi lgsg dikirim",bintang 5
mantap sesuai dengan harga udah suport nfc juga josss,bintang 5
"mantap
barang ke 4 beli di official",bintang 5
"jos,respon super cepat.barang nyampe super cepat.
langsung dipakai tanpa kendala",bintang 5
"barang sesuai ori masih segel dan berfungsi semua, hanya ekspedisi SICEPAT nya kurang update tracking, dari hari minggu sudah sampai cianjur tapi tidak ada update lagi.... ",bintang 5
mantab,bintang 5
"mantap xiaomi indonesia pengiriman cepat barang ori, hyperOS",bintang 5
"barang masih segel, ORI, kurir nya hebat, estimasi barang smpe tgl 22-24, eeh.. tgl 21 udah sampe luarbiasa.. makasih SICEPAT....",bintang 5
"Sip barang okeh, packing aman, seller greceep 👍👍👍",bintang 5
"barang dikirim cepat , sesuai ekspektasi",bintang 5
"pengiriman lumayan cepat 
produk original terima kasih",bintang 5
"Barang sukses mendarat ditujuan dgn selamat. Terima kasih seller, dan sicepat yg benar² cepat pengirimannya. Khusus utk seller, recomended sekali 👍",bintang 5
mantaap reseller,bintang 5
mantap,bintang 5
"Barangnya bagus, dikirim pakai kerdos hitam dan plastik. Semoga awet ya",bintang 5
Bagus,bintang 5
"mantep banget dah nih toko komplit dan bisa di percaya 
makasih",bintang 5
None,bintang 5
"barang masih segel
ada garansi 
berfungsi baik
dapat bonus casing bening",bintang 4
Sesuai pesanan... Bagus.. Berfungsi baik.. Pelayanan cepat...,bintang 5
"Barang ORI... mantap,,, pengriman juga aman dan terjamin... Terima kasih",bintang 5
barang sesuai foto normal jaya. ori xiaomu jangan diragukan lagi beli di toko ini mantap pokoknya,bintang 5
"mantap pelayanannya recommended seller👍
thanks",bintang 5
sesuai,bintang 5
good packing rapih barang aman cuma kendala di jnt  ganti 2x kurir baru  sampe overall okay thanks xiaomi,bintang 5
"hp aman masih tersegel rapi dan kelengkapan semua ada, cuman pengirimannya aja agak lelet",bintang 5
"brang bagus dengan harga yang murah, cukup memuaskan.",bintang 5
"barang msh disegel , garansi resmi dan pengirimannya cepat, makasih",bintang 5
pengiriman cepat. aman. barang utuh. packing rapih,bintang 5
"Barang datang tepat waktu, 
Toko terpecaya",bintang 5
sesuai pesanan,bintang 5
"sesuai pesanan, barang sampai sesuai estimasi",bintang 5
sip deh,bintang 5
mantap barang original mksh koh,bintang 5
"Barang disegel, lengkap, berfungsi dengan baik. Kurir OK.",bintang 5
None,bintang 5
seller dan pengiriman cepat barang sesuai,bintang 5
"telah kami terima dng aman dan lengkap , lebih cepat dari estimasi trimakasih",bintang 5
Barang diterima dlm keadaan baik dan tersegel,bintang 5
"sampai lebih cepat dari estimasi terimakasih semua pihak yg terkait,",bintang 5
"barang masih segel, cuma garansinya mesti online, alias bukan garansi kertas garansi.
fitur & spesifikasi ok ini lg dipakai, moga awet n bertahan lama, amin.
pengirim... ",bintang 5
"Udah kesekian kalinya beli disini, tidak mengecewakan. Emang dah paling bener kalo beli produk Xiaomi langsung dari seller resminya",bintang 5
"pengiriman rada lambat, kemasan aman, tersegel rapi dan harga bersaing pas promo 10 10",bintang 5
"Terima kasih kepada Redmi Indonesia memberikan pelayanan baik, si Cepat yang benar cepat ngak pakai rem dan Tokopedia yang pakai acara ribet. layanan sangat baik. Sukses... ",bintang 5
"sesuai dengan yg diharapkan, mulus layaknya baru
recommended seller
jangan ragu",bintang 5
"pengiriman cepat, packing juga aman sekali. produk nya berfungsi dengan baik",bintang 5
sudah diterima keadaan baik..  terima kasih.,bintang 5
"Kualitas produk sangat bagus, produk original dan sesuai pesanan",bintang 5
"beli tgl 10 jam 5 pagi lho, barnag baru diserahkan kurir tgl 11 malam! Gile!Gue juga seller di Tokped, kalo ada orderan, aku usahain dikirim hari ini juga !",bintang 2
"Pengiriman lamaaaa 
Sampe Bulak balık 
Mungkin kah krn saya tam ditmp
Kurirnya yg terakhir baik, minta tolong jagain ke penjaga. 

InsyaAllah kost tmpt kami aman

Terima... ",bintang 5
"Produk sudah di terima. Dikirim sangat cepat, minggu di pesan, selasa sudah di terima. Terimakasih seller",bintang 5
bagus bgt,bintang 5
barang sesuaii pesanan masih tersegel mantaapp...buat tokko nya semoga lanncar terus penjuualanny🤗,bintang 5
barang masih segel dan di terima dengan baik. terima kasih,bintang 5
"barang sudah ditrima dengan baik,dan berfungsi dengan baik. 
terimakasih xiaomi tokopedia dan abang kurirnya.",bintang 5
kurirnya okeh okeh semua okeh iya okeh iya,bintang 4
barang bekerja dengan normal,bintang 5
Alhamdulillah brg sdh SMP dan bagus,bintang 5
pengiriman cepat dan barang sesuai deskripsi,bintang 5
"device sudah diterima dengan aman sentosa, sesuai pesanan
harga kompetitif dengan speck oke
packing aman, device aman, sudah disetup dan lancar jaya
pokoknya mangtab ..👍... ",bintang 5
"pket sudah saya Terima alhamdulillah original masih segel, makasih ya",bintang 5
Barang smpai dgn selamat.. sbelum psang krtu dan dhidupkan qt cas dlu.. semoga awet.. 🤲,bintang 5
"Mantapp,.⭐️⭐️⭐️⭐️⭐️👍",bintang 5
official emng beda  dan salam untunk semua,bintang 5
Produk sampai dengan selamat dan masih dalam keadaan segel. Kualitas smartphone oke untuk harga 1 jutaan. Overall puas.,bintang 5
"Produk original, semua masih segel. Mantap 👍🏼
Pengiriman cepat",bintang 5
semua penjelasan deskripsi tdk ada yg meleset seller keren tokped ok ekspedisi top,bintang 5
keren pas mantab sesuai harga top lah xiomi,bintang 2
"mantap barang mulus dan ORI pastinya, semua berfungsi dengan baik",bintang 5
"barang sesuai pesanan dan masih di segel,proses lumayan cepat,pengiriman juga sesuai dan barang sampai dengan buble wrap",bintang 5
"Bagus.
barang Baru dan Original",bintang 5
"Xiaomi Official Store tidak bertanggung Jawab.
Redmi 14c yg saya beli dan tiba tgl 11 malam. setelah unboxing semua nya masih segel dan mulus. setelah melakukan start dan... ",bintang 1
"Barangnya gres, ori dan masih disegel... Datang sesuai estimasi dan dalam kondisi sangat baik... Terimakasih Xiaomi Official Store 😄",bintang 5
sungguh hp yg sgt worth it... makasih xiaomi. I really like redmi 14c,bintang 5
Barang sampai dengan selamat. Hanya pengiriman sampe 5 hari.,bintang 5
good,bintang 4
keren hp nya,bintang 5
barang nya bagus normal sesuai pesanan kayak di postingan dan saya sangat suka,bintang 5
"mantap  barang nya , pengiriman  cepat.",bintang 5
"barangnya masih Segel, benar original .semoga dipakai awet Dan battery tahan lama. terimakasih.",bintang 5
barang sampai dengan aman dan sesuai pesanan,bintang 5
None,bintang 5
"barang sudah sampai packing aman dan rapi
berfungsi dengan baik, kualitas barang top original",bintang 5
"ok lah diharga segitu jangan berharap lebih, cocok buat ortu",bintang 5
"barang cakep dan sudah sesuai dengan keinginan, belum dicoba tapi yakin bagus.",bintang 5
Mantap. Barang sampai dengan baik dan Aman. Masih tersegel utuh. Sudah tes dicharge dan ok.,bintang 5
Mantappp pengiriman cepat dan aman,bintang 5
"barang ori, mantap, langsung di coba, kurir sangat kooperatif, pengiriman benar2 cepat, semoga semakin berkembang kedepannya.",bintang 5
👍👍👍👍👍,bintang 5
"produk sesuai,pengiriman cepet.. thanks seller dan kurirnya. ..",bintang 5
terima kasih hapenya sdh diterima dan berfungsi dgn baik,bintang 5
"unit yg saya terima utuh, mulus, dus tidak penyok, terimakasih Xiaomi Official ❤️🫶🏻😘",bintang 5
None,bintang 5
"Barang telah sampai cukup cepat dan sesuai, semoga bisa Awet,.... terimakasih",bintang 5
"Okelaaah... lumayan bagus
dan berharap bandel dan tahan lama.",bintang 4
"Pengiriman cepat, barang ori dan sesuai pesanan, packing rapi sehingga barang diterima dalam kondisi prima baik kemasan hp maupun hpnya. Thanks",bintang 5
mantap .semua okk👍,bintang 5
"barang ORI,kurir satset sampai tujuan

asiap",bintang 5
barang bagus . nyampe nya jg cepet bgt d luar ekspektasi,bintang 5
Original manttaaapppppppp................,bintang 5
"barang masih disegel, kondisi barang bagus, 1 hari sampe mantap",bintang 5
"hp dengan design yg keren bgt, spek yg mantap dengan harga segini, sangat worth it",bintang 5
Mantab,bintang 5
pengiriman cepat.. barang sesuai... kurir ramah... sesuai apa yg diinginkan barangnya... pokoknya mantap semuanya deh... is the best lah,bintang 5
"Barang Sesuai dan berfungsi dengan baik. Ada Charger nya lho, tapi pas tanya CSnya dibilang ngak dapat, apalah CS nya magang 🤣🤣🤣",bintang 5
None,bintang 5
None,bintang 5
"Barnag bagus dapat harga 1.100.000
mantapp tokopedia",bintang 5
"barang dateng dengan selamat.....
Bagus banget pokoknya memuaskan sekali 
sukses buat tokonya",bintang 5
"keren, hpnya sesuai harapan. dikirim lebih cepat dari jadwal tertulis di topednya. tks seller",bintang 5
keren asli mantaaaaaaaaaaaaaaaaaaaaaaaaap,bintang 5
Original. pengiriman cepat,bintang 5
good. full item. set nature. miya level 3. starkor imoortal.,bintang 5
"barang masih segel, proses cepat",bintang 5
"bagus, packing jga rapi, privasi aman, karna resi ada di dalam box bukan diluar. good. barang diterima dengan sempurna. perfect",bintang 5
barang segel garansi resmi,bintang 5
brng sdh mendarat di papua dgn aman. walaupun dos hp nya ada sedikit penyok disudut hehehe. pengirimannya juga sampai sesuai estimasi. semoga unitnya awet dan gak ada ken... ,bintang 5
bagus,bintang 5
None,bintang 5
"barang masih disegel, berfungsi dengan baik, masukan aja buat sicepat express tolong diupdate alamat yg di ujung berung bandung, yg di google map sdh jadi petshop. terima... ",bintang 5
"Barangnya sesuai,pengiriman cepat",bintang 5
"Pengemasan dan req pickup kurir langsung gercep banget, packing oke, sangat worth it di harganya.",bintang 5
"Proses cepat banget, packing oke, best price/perf di kelasnya.",bintang 5
HP NYA GACOR X,bintang 5
"Barangnya lumayan bagus, pengiriman cepat, kotak terlindungi dengan solid
Isi kotak lengkap, admin ramah sekali
Perlu setting tambahan biar awet + ternyata batre nya boro... ",bintang 4
barang masih disegel dan kualitas original sesuai pesanan. barang sampai ke tujuan dengan aman dan kondisi baik.,bintang 5
"jos perfoma sangar . barang segel rapih 
the best oficial xiaomi , 👍👍👍",bintang 5
Pesanan sudah sampai sesuai deskripsi thanks,bintang 5
"barang datang packing rapih,masi segel,kelengkapan full, ditest ok smuanya",bintang 5
"Mantab, packing ok, sesuai diskripsi",bintang 5
Mantap dapet Diskon 11-11 !!!!! 👍👍👍😁,bintang 5
"Barang masih disegel, ada kartu garansi, dan pengirimannya cepat. Dipacikingnya juga aman pake bubble warp. Hpnya bagus, bekerja dengan baik sesuai harapan😄, Terima kasi... ",bintang 5
Mantap,bintang 5
",",bintang 5
"Goks, cuma sayang Interconnectivity nya kayak ya gabisa deh untuk Xiaomi Watch S3 (?). Overall gokil. hanya 1 yg gak keliatan bedanya. Charging 90W nya gak terlalu keliat... ",bintang 5
"barang masih segel, packing nya oke, barang lengkap semua, hp mulus dan langsung dpt digunakan
admin nya fast respon dan jawaban memuaskan",bintang 5
Barang diterima dengan baik dan lengkap.,bintang 5
"Barang sesuai deskripsi dan pengiriman super cepat, rekomendasi buat Pesen lagi",bintang 5
"keduakalinya belanja di official Xiaomi 
saya sangat puas bangett",bintang 5
"Mntp, secara spec dan setelah saya spam bbrp aplikasi berat semua berjalan lancar",bintang 5
"Proses cepat, pengiriman cepat dan sampai tujuan selamat. packing bagus dan aman. produk tidak cacat, segel aman dan no bug.",bintang 5
sangat worth it di harga segitu next beli lagi,bintang 5
"proses pengiriman cepat, kurir nya ngorok dulu pas pickup 😴, barang sesuai dengan pesanan👍",bintang 5
Barang selamat sampai ditujuan dan sesuai. thx u xiaomi indonesia,bintang 5
Mantap!,bintang 5
"mantapp mulus, berfungsi normal‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎... ",bintang 5
Mantapp,bintang 5
"mantap, beli d official store barang selalu aman",bintang 5
"barang oke banget, packaging lumayan,",bintang 5
"barang ori, pengiriman cepat, berfungsi dg baik. cuman sayang ini kan toko official y, tp bubblewarpnya cuman d kasih selembar doang, saran aja untuk keamanan prodjk mung... ",bintang 5
aman enjoy,bintang 5
"mantapppp masih segelbox original,bisa buat dijual lagi",bintang 5
"Naik sepeda bannya gembos
pergi ke kebun memetik aren
Hape baru memang joss
bisa install game paling keren",bintang 5
pengiriman super lama sedikit kecewa walaupun barang sesuai gak ada yg lecet krna lama sampe,bintang 4
"barang sampai selamat ,walau mundur 1 hari karena hujan, dan diskonnya 500k lebih ,semoga awet
,kurir sicepat",bintang 5
ok mantap barnag ok pengemasan jg kk twrima kasih,bintang 5
None,bintang 5
barang tersegel rapih aman,bintang 5
"mantaap pesanan sesuai deskripsi, hpnya original, pengiriman pun cepat, aman sampe tujuan",bintang 5
"keren sih, pantes dianggap Flagship killer",bintang 5
"barang sesuai ekspektasi, pengiriman cepat",bintang 5
gacor,bintang 5
berfungsi dengan baik. barang masih disegel waktu sampai oke baik bagus,bintang 5
Mantap barang sampai cepat,bintang 5
"Barang sesuai pesanan, kondisi segel, packing aman mulus cuma agak lama di pengiriman",bintang 5
"Barang bener2 segel resmi, lengkap semua. Pengiriman cepat sekali. Thanks seller",bintang 5
Paten!!!,bintang 5
next cek out apalagi ya?,bintang 5
mantap terbaik semoga awet sampai beberapa tahun ke depan. soalnya saya pengguna poco f1 dlu dr 2018 beli 5 jt an kaya hp ini. pake sd 2023 dijual laku 1.5,bintang 5
good,bintang 5
None,bintang 5
alhamdulillah sampai dengan selamat tanpa cacat sedikit pun,bintang 5
"barang bagus, aman, aktif dengan selayaknya, hanya 1, pengantaran nya kama banget 😭",bintang 4
"barang sesuai ekspektasi dan sesuai dengan harapan, harga murah bingit karena pas dapet diskon",bintang 5
"terimakasih barang bagus dan masih segel pengiriman sangat cepat ,kurirpun ramah🙏",bintang 5
paking aman GX ad yg penyok d dlm.upgrade Dri x3pro k F6pro ..brasa agx kecil and blkng a agk mengkhawatirkan f6 cm ringan.tipis. moga awet,bintang 5
mantapo👍👍👍,bintang 5
"packing bagus, rapi, terima kasih",bintang 5
"Barang original, garansi lama, bersegel resmi, pengiriman cepat. Terimakasih seller..",bintang 5
Barang masih di segel dan dalam keadaan baik semoga awett👍👍,bintang 5
terbaik belanja di Xiaomi official tak pernah mengecewakan,bintang 5
"packing aman, kurir ngebut, cuma harusnya co pas 11.11 sih lebih murah,,, apgred dr pocox3 ke f6",bintang 5
"packing aman, pokoknya kardus unit aman gada penyok sama sekali. kelengkapan aman, unit mulus.",bintang 5
"mantappp, ngebutt",bintang 5
"pelayanannya ramah plus prosesnya cepet
terima kasih xiaomi",bintang 5
"puas, garansi ok, pengiriman cepet aman",bintang 5
semoga awet thanks seller,bintang 5
"Kondisi hp bagus, tidak ada lecet atau dent. Isi box lengkap : hp, manual, case, sticker, charger 90w + kabel, sim tray ejector. Hp dan charger juga tidak ada kendala. 90... ",bintang 5
"barang telah diterima dengan baik, packaging rapi, hpnya mantap",bintang 5
