Review,Rating
"kemasannya dilapis plastik luarnya klo bisa musim ujan kardus basah tembus dalem..
saran aja ganti ekspedisi jgn pake sicepat gokil lamaaaa bangeeettettt jd silelet gokil... ",bintang 4
"Thx brg smp dg aman,udh dicoba dan tdk ada masalah..",bintang 5
mantap sesuai pesanan,bintang 5
"Barang sudah sampai, sesuai pesanan, seller quick response",bintang 5
Kualitas original dan barang msh di segel👍🏻👍🏻,bintang 5
None,bintang 5
mantap,bintang 5
"barang masih segel, dan berfungsi dengan baik",bintang 5
barang di packing dengan aman dan moga awet,bintang 5
None,bintang 5
"barang aman
masih segelan
bener bener baru, bukan second
garansi 1 tahun
fitur ada dideskripsi",bintang 5
"pengiriman cepat, barang sesuai dengan pesanan, mantap",bintang 5
"pengiriman cepat,
barang ori dan masih segel, mantapp, semoga awet",bintang 5
"Barang bagus, pengiriman cepat, kekurangannya yg tidak saya sukai slot SIM harus tumpang tindih dengan SD card, jadi hanya bisa pakai satu SIM dengan SD card terpasang",bintang 5
"semoga awet, terima kasih seller & juga kurir",bintang 5
"apresiasi banget sama expedisinya, CS, gudang dan kurir past respon banget saat di hubungi, karena saya ada kesalahan saat penginputan map alamat. tapi saya kecewa banget... ",bintang 2
None,bintang 5
"Pengiriman cepat, barang sesuai deskripsi. Xiaomi Redmi Note 13 performanya bagus, layar jernih, dan kamera oke di kelasnya. Sudah dapat anti gores bawaan. Sangat puas de... ",bintang 5
"HP sampai dengan selamat, bagus sesuai deskripsi, semoga awet, sukses selalu Tokopedia",bintang 5
"pengiriman cepat,harga bersaing,kualitas oke",bintang 5
"barang berfungsi dgn baik, thankyou seller",bintang 5
"Barang original, segel berfungsi dengan baik..
Spesifikasi sesuai dg yg tertra",bintang 5
barang di pesan sesuai dan cepat diterima dengan baik.,bintang 5
mantap,bintang 5
kalo produk beli langsung dr officialnya sudah pasti original dan tidak mengecewakan...nice,bintang 5
"Untuk kualitas barang cukup memuaskan, packing lumayan rapi tapi buble warp masih terlalu tipis lapisannya, untungnya barang aman. Yang bikin kesel barang sampai 48 jam b... ",bintang 5
Barang sesuai gambar semoga awet barang sampai dengan selamat,bintang 5
"barang diterima dg baik. disegel. barang bagus, berfungsi bagus. semoga awet",bintang 5
"paking nya standar, tapi selamat walafiat sampai alamat, warna sesuai orderan, isi kotak nya lengkap, gak ada minus, camera nya yg agak kurang joss tapi sesuai harga, thx... ",bintang 5
"barang tersegel dengan rapih, dansemoga awet",bintang 5
"Barang Masih Segel, Tiba sesuai waktu, dan isi di dalam dua real yah 🥰",bintang 5
"Barang aman, masih disegel. Hp & charger berfungsi dengan baik.",bintang 5
so far so good.,bintang 5
"barang nya aman, packing nya jga bagus dijamin barang nggak akan lecet. hp masih disegel.",bintang 5
"gaperlu diragukan,official store nya xiomi ini mah",bintang 5
Alhamdulillah.. barang sdh diterima dgn baik n kondisi bagus bgt krn packing annya jg istimewa. tapi hatihati ya bagi yg beli online disini krn tibatiba ada unknown yg ja... ,bintang 5
"siippp,,barang mendarat dengan selamat,,bagus bgt,,",bintang 5
"barang utuh,pengemasan rapi,kurir cepat",bintang 5
"Barang Original, masih segel harga sesuai , sudah dibuka semua berfungsi. pengemasan standar tapi lumayan aman , cuma ekpedisinya lebih baik ganti jangan si...",bintang 5
"seller responsip.. hape mulus mudah2an awet
sesuai spek
warna sesuai yg dipesan pula
gud job",bintang 5
"ekspedisi nya lamaa dan ga update2, selain itu aman barang aman semua",bintang 5
barang oke ...mantap pengrimnya juga cepat,bintang 5
"mantul,, sesuai pesanan... semoga awet dan gacooor",bintang 5
"Ok, terimakasih paket sudah sampai, sukses selalu seler and tokopedia",bintang 5
"Barang barang sesuai, berfungsi dengan baik, pengiriman cepat. semoga awet.",bintang 5
barang dalam kondisi bagus dan original,bintang 5
"toko nya gercep
cepat sampainya",bintang 5
barang sampai tapi sangat lama karena kesalahan ekspedisi yang lambat tidak segara mengirim barang,bintang 4
"Barang sudah sampai, tidak ada kendala dan pengiriman cepat. terimakasih ya. semogaa barangnya awet ketika dipakai",bintang 5
Bagussss kak sesuai sma informasinya tngkyuuuuu,bintang 5
segel rapet,bintang 4
mantaplah pokoknya,bintang 5
yg beli temen cuma lewat akun saya sepertinya memuaskan,bintang 5
"barang mantap,samapi sesuai yg d pick..real ori",bintang 5
"sippp ajibbb
next pasti order lg disini",bintang 5
None,bintang 5
"barang msh segel dan setelah dicoba berfungsi dgn baik....
semoga awet..
tks seller",bintang 5
"barangnya bagus, mulus ori,.packingnya sangat bagus.",bintang 5
sesuai dgan deskripsiii,bintang 5
"Mantap.. ori.. brg sampai gak ada kendala, dan gak ada penyok2.. cuman saran aja, bubble warp di tebalkan lahi yaa.. 👍",bintang 5
joss gandoss,bintang 5
seller ramah dan mkasih yg sdh antar,bintang 5
"barang 100% original, jossssssssssssssssss",bintang 5
puas bgt sma gak nyesel beli disni cma emang luamyan lama sih pengirimannya tpi over all bagus bgt sih,bintang 5
"Pengiriman cepat, barang bagus. Semoga awet 😊",bintang 5
"Barang ok, berfungsi dengan baik, sesuai pesanan",bintang 5
bagus,bintang 5
mantap original. packing double joss pokok nya,bintang 5
fitur lumayan banyak dan ok,bintang 5
barang mendarat dengan selamat HP nya ori memuaskan,bintang 5
"Barang berfungsi dengan baik, packing rapi....semoga awet. Ga ada foto ufah keburu dibawa sama yg pesen",bintang 5
"Barang masih disegel, pengiriman cepat, waktu sampai & ada garansi resminya Berfungsi dengan baik! Kualitas barang original pasti top.",bintang 5
mantap barang nya,bintang 5
mendarat dengan selamat,bintang 5
barang bagus sesuai pokonya recommended,bintang 5
gud,bintang 5
"Mantaaab, kmaren pesen hari ini datang",bintang 5
"Hp redmi note 13 4G ori udh dipake sampe lupa review, beli disini dpt diskon 249ribu free ongkir, cepet sampai aman sentosa, dpt casing bagus dan udh NFC .. oiya bisa cic... ",bintang 5
"barang masih disegel dan aman 
lengkap semua isi box nya 
terimakasih",bintang 5
"Layanan baik, barang sampai dengan baik. Sejauh ini puas. SIM traynya kecil tapi bolak-balik ya",bintang 5
recomended fast respon .. pengiriman cepat dan tidak mengecewakan,bintang 5
"barang mash disegel, pengiriman relationship cepat. mulus keren",bintang 5
Barang sesuai pesanan dan masih di segel,bintang 5
"barang ok,,dan pengiriman super cepat",bintang 5
"Ok sip 👌👍❤️ Barang sudah saya terima dalam keadaan baik, masih bersegel dan tetap waktu. (Sangat Memuaskan ✌️🤩 ). Terimakasih untuk Xiaomi Store dan Tokopedia 😍🤗💕🙏... ",bintang 5
Barang masih segel dan barangnya normal hanya saja baterai berasa lebih boroals atau emang seperti itu mungkin... overall sih oke semoga awet,bintang 5
"Walaupun pengirimannya agak lama dan pake drama complain ke ninja expresnya, saran saya jgn pake jasa pengiriman itu dah, payah pokoknya",bintang 5
"mantap sesuai dengan pesanan, barang bagus kualitas mantap 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍✌✌✌✌✌✌",bintang 5
barang masih di segel dan bagus,bintang 5
"Membelikan Redmi Note 13 untuk pasangan dan POCO C65 untuk ibunda. Cakep sih. Tapi mohon maaf saya bukan pengguna Android, jadi gak bisa terlalu banyak berkomentar selain... ",bintang 5
Alhamdulillah terimakasih atas pelayanan Nya,bintang 5
"Barangnya sesuai, masih tersegel dg baik, kemasan juga rangkap, setelah dicoba berfungsi dengan baik",bintang 5
"Proses cepat packing aman, barang datang sesuai deskripsi, terimaksih seller amanah dan recomended",bintang 5
barang original dan pemesanan aman sampai tujuan,bintang 5
"barang aman, produk okay untuk anakku, lumayan cpt diprosesnya.. yg paling penting aman sampe rmh sih",bintang 5
"Barang bagus, pelayanan oke. Recommended seller.",bintang 5
"Barang masih disegel, Alhamdullah aman sampau tujuan.",bintang 5
"👍💯👍💯👍💯👍💯👍💯
semua aman tersegel",bintang 5
"Barang masih disegel saat sampai, ada kartu garansinya. Sesuai dengan deskripsi barang. Pesanannya sampai sesuai dengan perkiraan waktu sampai.",bintang 5
"ori, msih segel, packing bagus",bintang 5
barang alhamdulilah sampai dengan aman . sayang sekali pelayanan menggunakan fitur proteksi cuman di kaih bablewarp selembar .,bintang 2
"barangnya sesuai, emang gak kecewa beli disini dah 👍👍",bintang 5
berfungsi dg baik,bintang 5
"msh segel, joss, kecewa ke pengirimannya, lama banget",bintang 5
barang sesuai pesanan.pesan jumat minggu udh nyampe...,bintang 5
barang nya bagus masih segel,bintang 4
"okeee mantap produknya, pengiriman juga cepat",bintang 5
"barang ori, recomended seller",bintang 5
"Barang sesuai pesanan,.. berfungsi dengan baik,.. packing aman (note ; bubble wrap nya kurang banyak & padat ),...  pengiriman cepat",bintang 5
"respon penjual cepat, barang masih segel. pebgiriman cepat. semoga awet lama lahh",bintang 5
"Produk sesuai Deskripsi dan Pesanan, barang masih disegel, semua kelengkapan berfungsi dengan baik.",bintang 5
👍👍👍,bintang 5
barangnya bagus pengiriman cepat seller recommended dan packing rapi,bintang 5
"bagus banget barang datang sesuai spec, official real, 2 kalo beli di sini ga nyesel, emang beli hp mending ke toko resmi nya aja",bintang 5
"barang ory, masih segel. Pokoknya mantap belanja di Official xiaomi ini. Jangan ragu dengan keaslian barangnya. The best pokoknya.",bintang 5
"barang bagus ori aman tersegel, mantap pokoknya",bintang 5
barang sesuai pesanan pengiriman tepat waktu dan memuaskan,bintang 5
"nice,,, original, segel.",bintang 5
None,bintang 5
"pengiriman cepat, produk sudah pasti original, kerennnn",bintang 5
"barang masih tersegel saat sampai,berfungsi dengan baik,semoga awet
terimakasih admin.",bintang 5
"😭 Ternyata slot kartu hanya 2:
- Pertama untuk SIM 1 
- Kedua pilih untuk SIM2 atau MMC
Tau begitu ambil yang ROM lebih besar 256 (karena sudah biasa pakai dual SIM)
Ant... ",bintang 5
"barang ok, tapi untuk pengemasan mohon bumbelwarp nya ditambah untuk keamanan barang.",bintang 4
mantul,bintang 5
"Barang masih d segel dan bergaransi, barang berfungsi dengan baik, recommended seller 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍",bintang 5
mantap pesanan yang ke 2 kalinya Alhamdulillah selamat sampai tujuan. barang original yg pasti. tanks seller 🙏🙏,bintang 5
barang masih segel bagus respon penjual bagus semoga bisa berlangganan,bintang 5
mantaab. cepat sampai dan aman. sesuai deskripsi dan harga bersahabat. thx u...,bintang 5
"overall oke sih liat review2 bentuknya jg cakep, buat main game masih oke, kamera standar2 aja",bintang 5
"Barang sesuai pesanan, mantap puas bgt pokoknya",bintang 5
None,bintang 5
None,bintang 3
Barang sudah sampe.. sudah dipake.. thanks seller..,bintang 5
pengiriman cepat dan original..toko amanah,bintang 5
"packing rapi dan aman, sampai di tujuan tepat waktu. terima kasih",bintang 5
bagus sesuai original,bintang 5
"Asli tawwa, jangan ragu untuk beli di sini",bintang 5
"seller fast response, dapat harga promo, mantappp",bintang 5
barang masih segel ... sesuai gambar dan deskripsi.. penjual ramah dan sigap..  keren lah pokoknya,bintang 5
thanks,bintang 5
"Untuk diharganya, desain cakep, fitur lengkap, spek oke",bintang 5
"sip sesuai harapan dari official store. barangnya Mulus, jelas aman, terjamin, pasti bergaransi",bintang 5
"barang sesuai ekspektasi, tersegel dan bagus, thx seller , kang kurir & tokopedia",bintang 5
"barang masih segel, sesai dengan pemesanan, pengiriman tepat waktu, barang asli",bintang 5
"kecewa dengan pelayanan xiaomi official store, sy membuat aduan kalo hp yg baru di beli 12 hari yg lalu mati total, setelah itu sy dtg ke service center nya dan di kasih... ",bintang 1
"Mantap sesuai dengan deskripsi, berfungsi dengan baik, yg pasti original",bintang 5
best.. dpt promo 10.10 semoga awet,bintang 5
"Terimakasih Tokopedia & seller,paket sudah di terima dengan baik dan aman. Next bakalan order lagi",bintang 5
"Pengiriman cepat, barang original 🥰",bintang 5
okokok...  goodd gooodd,bintang 5
All Good!,bintang 5
barang diterima sesuai pesanan,bintang 5
"packing rapih, HP sampai saat ini masih beroperasi dengan baik... semoga awet.. amiiin",bintang 5
barang sampe dengan aman,bintang 5
paket oke.pengiriman tepat waktu..packing rapi sesuai request,bintang 5
"Untuk hotspot ke hp lain sering mati sendiri, sudah setting berbagai macam cara youtube gak mempan. Alhasil dijual lagi",bintang 1
hape murah tapi speknya dewa. warna nya bagus. udah bisa main hsr. udah gitu speakernya stereo. mantap lah.,bintang 5
entah pembelian ke berapa ini dari toko oren ke ijo selalu xiaomi 😁,bintang 5
sesuai pesanan ... segel utuh ... performa bagus ...,bintang 5
Gail digga,bintang 5
barang sesuai pengiriman cepat dan lebih baik lagi,bintang 5
"Cepet bener sampe nya

Keren ini official store 👍👍👍",bintang 5
Mantap meski spek HP ketinggalan zaman,bintang 5
"Sudah sampai, tepat waktu.",bintang 5
Sesuai dgn deskripsi,bintang 5
"barang masih segel, pelindung bubel tebel jadi aman packing nya... recommended, warnanya sesuai pesenan, hp nya juga pas pesenan ram SM memory",bintang 5
mantapp barang original,bintang 5
"barang sesuai gambar, sangat memuaskan, jangan ragu buat beli produk xiaomi asal di official storenya",bintang 5
barang bersegel + bergaransi. beli hp? mending langsung ke toko resminya 👍,bintang 5
"Barang Bagus, Packing Aman, Toko Terpercaya",bintang 5
"segel aman. barang 100% ORI 
Mantap mulus dan berfungsi dengan baik.
Terima kasih.",bintang 5
bagus pokoke bagus paokok koko bagus bgaus,bintang 5
"barang diterima masih tersegel, batre nyala, tidak ada yg penyok",bintang 5
"packing rapi,barang ORI,kmrn pesan besoknya sampai cepat sekali,semoga awet di pakainya,dah langganan xiaomi.sesuai pesanan warna dan 8+256 GB, bintang lima dah,semoga aw... ",bintang 5
sesuai pesanan,bintang 5
barang sampai dengan super aman. sesuai dengan harapan. harga sesuai dengan modelnya. makasih,bintang 5
ok mantab,bintang 5
Barang diterima dalam kondisi baik sesuai pesanan. Proses dan pengiriman sesuai estimasi. Terima kasih,bintang 5
"langganan

dpat diskon pula

mksh tokped dan xiaomi official",bintang 5
pas cocok buat tiktokan😂,bintang 5
mantap langganan pengiriman cepat recomend 👍,bintang 5
"Paket telah diterima dengan baik, pengemasan rapi dan aman.",bintang 5
"cakepp sekali, mantapp",bintang 5
nice,bintang 5
ok sip,bintang 5
"bagus dan ORI , udh 2x beli disini.",bintang 5
None,bintang 5
Mantaaaab,bintang 5
Barang datang sesuai pesanan,bintang 5
"respon dan pengiriman cepat, produk ori, kondisi masih disegel.thx",bintang 5
None,bintang 5
"Hp buat istri, semoga awet dan bermanfaat.",bintang 5
None,bintang 5
"mantap, hasil foto yg saya lampirkan",bintang 5
"pengiriman agak lama tidak di hari itu, barang baik tidak ada kendala",bintang 4
pengiriman super cepat. semoga berfungsi dengan baik,bintang 5
"sesuai deskripsi si, mantap lah",bintang 5
"barang ori segel , pengemasan dan pengiriman cepat . dapat potongan hrga juga. makasih tokopedia .",bintang 5
barang masih disegel bagus aman paket pengiriman,bintang 5
"alhamdulillah sudah sampai, tinggal eksekusi.. semoga awet hp nyaa",bintang 5
"Good price, seller,sender.",bintang 5
mantap barangnya sesuai deskripsi dan cpt pngrimannya,bintang 5
"Alhamdulillah paket tiba tepat waktu packing aman, product mantab kualitas OK.",bintang 5
brng masih d segel... hp nya brjalan ok,bintang 5
barang masih di segel waktu sampai good jos,bintang 5
hp nya bagus packingnya rapih pengiriman cepat,bintang 5
"produk sesuai, sesuai dengan yang di inginkan",bintang 5
None,bintang 5
Mantap. Memang lebih baik beli di official store,bintang 5
Semoga dengan hadir nya HP ini keluarga saya bisa sukses amin.,bintang 5
barang yang datang sudah sesuai dengan yang ada di dalam deskripsi,bintang 4
barang sudah diterima barang original semoga awet,bintang 5
Barang sesuai order dan deskripsi. Original bukan repack dan masih tersegel tidak rusak dari Xiaomi. Berfungsi semua tanpa kendala. Box packing rapih. Admin responsif dan... ,bintang 5
"asli,sesuai",bintang 5
sat set sat set bayar langsung dikirim sampe,bintang 5
"Alhamdulillah barang sampai dengan selamat dan aman, barang 100% ori masih disegel utuh, terimakasih seller🙏🙏🙏",bintang 5
ori,bintang 5
barang ori mantap pengiriman cepat,bintang 5
oke banget,bintang 5
aman,bintang 5
Alhamdulillah sesuai,bintang 5
"barang sampai dengan selamat, masukan saja agar pengemasan lebih safety lagi, karena menurut saya bubble wrap nya kurang",bintang 5
barang bagus. namanya official store mah kalo jualan paling the best lah,bintang 5
"semoga awet hpnya, pelayannan dan pengiriaan ok, semoga semaikin baik untuk layanannya,

ditunggu promo lainnya",bintang 5
hp nya cepet anget hehe,bintang 3
barang dateng semua ori mantap,bintang 5
mantap,bintang 5
realpict,bintang 5
"harga lumayan terjangkau, pengiriman sangat cepat banget, barang sesuai yg kita inginkan engga kecewa pokoknya, walaupun sudah malam masih tetap diantar.",bintang 5
berfungsi,bintang 5
"Barang original, josss gandossssssss...
Trimakasih saller semoga berkahhh...",bintang 5
Udah beli ke sekian kalinya dan barangnya beneran ori recommended dah,bintang 5
Sesuai dan sampai,bintang 5
"Barang segel semuanya baru banget, dan istimewa buat barangnya. Pengiriman lancar, surat menyurat ada semua lengkap. Maju terus Xiaomi sukses selalu",bintang 5
pengiriman cepat packing aman mendarat dengan selamat semoga awet,bintang 5
"Barang sesuai harapan
thanks saller",bintang 5
"mantap barangnya ori, semoga aja awet sama",bintang 5
barang original,bintang 5
"terimakasih barang sampai lebih cepat, kemasan aman, produk sesuai dengan pesanan, berkali-kali belanja disini selalu memuaskan, rekomendasi seller",bintang 5
"Barang masih tersegel, spek sesuai pesanan, mudah mudahan awet.  Mantap.",bintang 5
pengiriman cepat..barangnya sampai dengan selamat,bintang 5
terima kasiih.. barang sudah sampai dengan selamat walaupun di kurirnya sempat masalah. btw hp nya ok masih d segel mulus.,bintang 5
"Ok, Sesuai pict & warnanya ok,...  Garansi 15 bln,...",bintang 5
"sudah diterima dengan baik, ga pake lama, sat set mangstabs",bintang 5
"mendarat dengan baik, puas belanja di sini, thanks seller....",bintang 5
"packing aman, respon cepat. thanks seller semoga awet",bintang 5
Hp nya udh sampai. Bagus. semoga awet. thank's,bintang 5
"hp original
garansi resmi xiaomi",bintang 5
None,bintang 5
"barang original, berfungsi baik",bintang 5
"seperti biasa selalu amazing,",bintang 5
produknya original Dan sesuai deskripsi Dan pengirimannya aman Dan Masih segel,bintang 5
ok barang sampai di tangan ku semoga awet,bintang 5
puas,bintang 5
"Barang ori redmi, segel masih ada mantap pokoknya",bintang 5
lemot hPnya,bintang 1
None,bintang 5
"makasih, gan ... pesanan sampai dgn cepat",bintang 5
sesuai good job dan terima kasih,bintang 5
"belum pernah kecewa tiap beli disini...
nuhun wiwa",bintang 5
official store mah udah pasti bagus dong barangnya,bintang 5
"arang sesuai, packing aman, d test nyala, semoga awet",bintang 5
mantapp minn🫦🫦🧌🧌🧌🧌🧌🫗🫗🫦🫦🫦🫦🫦🛞🪺,bintang 4
"kerrreeeennnNn
pengurimannya cepet bangetttt love youuu",bintang 5
"garansi terjamin original, packing aman proses pengiriman barang cepat.
seller responsif",bintang 5
sip,bintang 5
"mantab sesuai kebutuhan saya, berfungsi normal tanpa kendala🥶",bintang 5
"Barang nya Original,,Packaging Rapi,aman,dan dobel bubble rap...",bintang 5
Barang sudah sampai kondisi bagus.. Packing rapat,bintang 5
barang masih di segel rapih dan aman ketika sampai,bintang 5
Mantul barangnya bagus tokonyo fast response,bintang 5
Barang masih disegel waktu sampai & ada garansi resminya ✨ Berfungsi dengan baik! Kualitas barang original pasti top.,bintang 5
"barang original, kondisi baru dan mulus 👍",bintang 5
"Ini sih gue kaga bisa koment macem2 yg pst Xiaomi official the best lah & kurir garcep bingit.

Thank All 💖",bintang 5
"cepet banget, pesen hari jumat, sampai rumah sabtu. barang oke, moga2 awet dan berfungsi dg baik.",bintang 5
"barang sesuai pesanan
terimakasih Xiaomi official",bintang 5
contoh barangnya masih segel dan baik dan berfungsi sebagai tempat kerja saya pas saya istirahat,bintang 5
Bagus,bintang 5
"hp tiba dalam keadaan tersegel ori, packing maximal, barang ori, . best bgt ini tempatnya. sangat rekomen bgt",bintang 5
"Produk aman, proses cepet... nyampe sehari lebih cepat dari perkiraan ...👍👍👍👍......",bintang 5
barang yang datang  sesuai dengan pemesanan,bintang 5
None,bintang 5
"meski pengiriman agak terlambat, packing bagus dobel kardus, ada bubble dibagian dalam, handphone masih segel, ada ekstra casing karet pelindung dari jatuh atau kebentur.... ",bintang 5
Walaupun 2 taun lg bakal lemot ini hp. cm ya worth it lar utk hrg 2.4jt.,bintang 5
ancen e terbaek .. biar bintang yang ngomong,bintang 5
mantappp,bintang 5
udah sampai barangnyaz keren bgt hpnya awo,bintang 5
mantap,bintang 5
None,bintang 5
"100%ori
barang mulus garansi resmi xiaomi",bintang 5
barang tersegel dan packingnya juga rapih dan tidak rusak atau penyok saat pengiriman,bintang 5
"penjual kebanyakan ***** , bacotan nya tidak bermutu kayak mulutnya seperti WC yg keluar kotoran.",bintang 1
Barang Original dan Ok👍,bintang 5
good job,bintang 5
ok,bintang 5
barang ok ORI masih segel.. tokped trmksh seler ok,bintang 5
"barang berfungsi dgn baik dan ori
sayang pengiriman dari expedisi saja yg rada lambat",bintang 5
Barang Di Terima Dengan Baik,bintang 5
"mantap, terimakasih",bintang 5
original pasti. baguud,bintang 5
"akhirnya sampai juga hp buat ayah, terimakasih Xiaomi. kameranya lumayan lah",bintang 5
Ori smua mntp,bintang 5
ok syiiippp cuma suara kyk nya rada kecil,bintang 5
👍👍👍👍👍👍👍⭐⭐⭐⭐⭐⭐⭐⭐👌👌👌👌👌👌👌👌,bintang 5
barang sesuai pesanan,bintang 5
"barang masih disegel,
sesuai foto.
warna cantik.
packing aman.
pengiriman cepat.
terima kasih seller.
mantaasp👍👍👍",bintang 5
"mulus dan ori, tersegel..
baru kali pertama beli elektronik online rada deg""an, karna estimasi tibanya lumayan lama perkiraan 1 mingguan.. 
datang lebih cepat 3 atau... ",bintang 5
"sesuai, pengiriman cepat",bintang 5
Barang sesuai pesanan dan original! Bagusss! Pengiriman juga tepat waktu! Sooo happy🤍,bintang 5
Dapat diharga +- Rp. 2.2000.000 ice blue 8/256,bintang 5
Barang Masih disegel dan Original. Alhamdulillah amanah dan cepet pengirimannya. hari ini pesan besoknya sudah sampai. terimakasih,bintang 5
mantap... official store ga perlu diragukan lagi..pengiriman cepat Performa terbaik,bintang 5
"Pengiriman cepat, packing aman
dapet casing bawaan",bintang 5
None,bintang 5
"Respon cepat, barang baru masih segelan, packing aman, recomended seller!!!",bintang 5
sudah selamat sampai tujuan,bintang 5
mantap barang masih segel dan asli,bintang 4
berfungsi dengan baik,bintang 5
"barang masih di segel,barang sudah sesuai",bintang 5
"Alhamdulillah terbaik
sesuai dengan pesanan",bintang 5
Ok. barang masih disegel pas sampai. ada kartu garansi,bintang 5
barang sesuai aman lancar jaya dan sesuai deskripsi,bintang 5
"barang masih segel original, semoga awet dan berfungsi dengan baik terimakasih Xioami berkah barokah",bintang 5
"sekelas official store omaygat hpnya kotor, kyk kena lem lengket bgt susah dibersihinnya. packingnya pun ngasal bubble wrap cuma selembar tipis.",bintang 3
"Bersegel resmi, pengiriman aman. Barang mulus bgt. Emg ga usah ragu deh kalo beli d official store mah",bintang 5
mantap,bintang 5
packing aman.. pngriman cepat.. barang ori,bintang 5
"fast delivery, barang ORI, masih segel rapih, barang sesuai pesenan, beroperasi dgn baik. 
tq seller 👍",bintang 5
Tokonya trusted,bintang 5
None,bintang 5
"pertama download toko pedia, langsung belanja hp disini, mantap, barang ORI, segel, seler ramah, dan tidak mengecewakan, pertahankan yaa min 🤗",bintang 5
Alhamdulillah barang sampai dgn kondisi yg sangat baik dan berfungsi. Makasih,bintang 5
"Barang dtg dgn selamat, kondisi dus aman dan packing jg aman. Pengiriman cukup cepat. Mantap deh pokoknya...",bintang 5
"bagus, cepat, satset, pokoknya josss",bintang 5
"barang ori, kurir nya amanah, paket aman,  tidal ada lecet / penyok. barang berfungsi dengan normal, belum ada cacat yg di temukan sejauh ini.",bintang 5
semoga awet,bintang 5
None,bintang 5
sesuai deskripsi dan pesanan.. terimakasih...,bintang 5
mantap harga mantap barang mantap serius keren banget deh ga kecewa euy,bintang 5
ok,bintang 5
Terima kasih! Semoga produk mya awet dan bermanfaat,bintang 5
Barang dalam keadan masih di segel saat sampai,bintang 5
barang aman kamera bagus mantappp,bintang 5
"Barang di segel, garansi resmi, original, proses cepat, seller responsif",bintang 5
pembelian ke 3 bukti seller terbaik👍💯,bintang 5
"barang resmi ORI, tergaransi resmi langsung Xiaomi indonesia. semoga awet penggunaannya",bintang 5
"pengiriman cepat, pengemasan rapi, barang sesuai.",bintang 5
"mantab, barang oke
original pengiriman aman dan diteima kondisi baik",bintang 5
barang ori dan bagus,bintang 5
barang sesuai,bintang 5
packaging barang rapi & aman. barang juga masih tersegel. Semoga awet hp nya,bintang 5
terimakasih. pengiriman sangat aman dan cepat. hp berfungsi dengan baik.,bintang 5
pesanan cepat sampai👍,bintang 5
"barang segel, sesuai pesanan, packing oke",bintang 5
ori,bintang 5
"barang sesuai, segel utuh, respon admin penjualan cepat.",bintang 5
Sesuai pesanan dan review2nya. Kami sekeluarga Xiaomi mania ahahaa.,bintang 5
ok bagus,bintang 5
